,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
2162,329700688,Under Armour Dress D-7619,Dress,L,Фиолетовый,Нейлон,371603.0,4.98,119414.0,+,,no
2165,382054463,Reebok Socks I-6729,Socks,XL,Синий,Кожа,598753.0,4.89,836175.0,+,,yes
2172,450609232,Ellesse Belts Z-3901,Belts,L,Синий,Шерсть,454143.0,4.37,80774.0,+,yes,
2173,584422057,Adidas Skirt X-6879,Skirt,S,Оранжевый,Полиэстер,434806.0,2.66,962458.0,+,no,yes
2184,531849523,Lacoste Jeans T-6131,Jeans,XL,Синий,Вискоза,899447.0,2.51,78093.0,+,no,no
2191,695053697,PleinSport Pants S-6798,Pants,S,Оранжевый,Лен,163485.0,4.42,164132.0,+,,no
2195,708637965,Puma Handbags O-8880,Handbags,M,Желтый,Нейлон,733712.0,2.24,378464.0,+,no,no
2196,659711193,DC Dress N-7605,Dress,XL,Фиолетовый,Шерсть,859254.0,3.77,677226.0,+,no,no
2197,196933250,DC Gloves J-2838,Gloves,XL,Голубой,Вискоза,205544.0,4.77,444818.0,+,,
2198,240290094,Vans Umbrellas J-9920,Umbrellas,L,Желтый,Полиэстер,934858.0,3.17,364620.0,+,,yes
2199,300356912,Converse Jeans Z-2693,Jeans,S,Оранжевый,Нейлон,277704.0,1.69,331030.0,+,,yes
2218,242129957,DC Dress X-2097,Dress,M,Синий,Нейлон,925103.0,4.05,504512.0,+,,yes
2223,237603447,Lacoste Jacket O-2868,Jacket,M,Голубой,Шерсть,651517.0,3.76,802026.0,+,yes,
2224,235419224,Reebok Belts Q-2090,Belts,L,Фиолетовый,Вискоза,629475.0,4.67,653212.0,+,,
2230,857074885,DC Umbrellas S-2302,Umbrellas,L,Красный,Лен,859776.0,4.68,40899.0,+,,
2232,399581690,Fila Hat T-6955,Hat,S,Желтый,Хлопок,593573.0,1.96,993487.0,+,,no
2234,762922475,Asics Jeans Y-8739,Jeans,S,Синий,Шерсть,826038.0,4.19,311294.0,+,yes,no
2236,286665270,Asics Jacket P-3691,Jacket,S,Оранжевый,Хлопок,806073.0,2.06,487118.0,+,yes,no
2242,507227187,Nike Jacket X-1382,Jacket,L,Голубой,Шелк,197810.0,1.9,311731.0,+,,
2244,305506055,Nike Skirt E-4310,Skirt,S,Красный,Шелк,301935.0,1.33,435410.0,+,,no
2245,348083761,Asics Socks R-7466,Socks,M,Голубой,Хлопок,667757.0,4.29,479357.0,+,no,yes
2248,164545419,Vans Hat A-1661,Hat,L,Оранжевый,Кожа,449450.0,2.61,495227.0,+,,
2257,659966234,Ellesse Socks Z-8702,Socks,XXL,Оранжевый,Кожа,364572.0,3.08,183803.0,+,,no
2258,664656559,PleinSport T-shirt K-6911,T-shirt,M,Красный,Вискоза,835789.0,1.93,876449.0,+,,yes
2264,507761951,Addidas Sweater O-7262,Sweater,M,Желтый,Вискоза,738441.0,4.75,221601.0,+,,
2276,759432527,Vans Shirt X-2116,Shirt,L,Красный,Вискоза,494322.0,3.64,729588.0,+,no,yes
2278,173406141,Converse T-shirt P-4073,T-shirt,L,Оранжевый,Хлопок,883900.0,4.42,304783.0,+,,no
2281,724017909,Adidas Belts D-4099,Belts,XL,Синий,Лен,938131.0,3.05,564441.0,+,no,yes
2285,768009192,Nike Skirt W-4455,Skirt,M,Красный,Шерсть,521892.0,3.31,526662.0,+,no,
2288,958554048,Vans Jacket K-3243,Jacket,S,Оранжевый,Полиэстер,398825.0,1.65,125119.0,+,no,
2291,964554590,Vans Gloves R-9988,Gloves,XXL,Голубой,Полиэстер,497000.0,4.87,783530.0,+,yes,yes
2294,242071938,Ellesse Handbags F-3352,Handbags,M,Зеленый,Кожа,757638.0,2.97,763028.0,+,no,
2295,150506912,Converse Umbrellas F-9172,Umbrellas,S,Красный,Нейлон,600715.0,1.7,395776.0,+,yes,
2302,971694173,Nike Sweater E-8567,Sweater,L,Голубой,Вискоза,669772.0,4.27,361182.0,+,no,
2308,111964734,Asics Sweater N-4287,Sweater,XL,Голубой,Лен,185066.0,2.86,173822.0,+,no,
2314,510292577,Fila T-shirt N-1366,T-shirt,XL,Желтый,Нейлон,858548.0,3.24,579847.0,+,,no
2322,201719752,Asics Sweater H-5574,Sweater,XL,Зеленый,Шерсть,631580.0,4.69,670036.0,+,,yes
2325,856140942,Fila Pants R-9545,Pants,XL,Зеленый,Шелк,816142.0,1.84,810399.0,+,no,
2326,550382969,Under Armour Jeans H-9711,Jeans,M,Красный,Полиэстер,597411.0,2.69,177278.0,+,yes,
2331,285585679,Reebok Skirt O-5772,Skirt,XL,Голубой,Шерсть,500467.0,2.27,356821.0,+,no,yes
2332,487274868,Addidas Socks J-9853,Socks,XL,Оранжевый,Хлопок,218212.0,2.48,901907.0,+,yes,
2333,667801828,Reebok Dress B-5606,Dress,L,Фиолетовый,Шелк,605423.0,4.0,242633.0,+,no,
2335,366813023,Fila Hat J-8006,Hat,M,Желтый,Шелк,983952.0,2.34,4177.0,+,,
2340,733020752,Asics Hat D-9573,Hat,S,Красный,Полиэстер,366486.0,3.71,138732.0,+,yes,
2342,476827485,Puma Sweater D-1716,Sweater,M,Синий,Вискоза,364706.0,1.58,365059.0,+,,yes
2343,304859852,Puma Belts A-3990,Belts,M,Зеленый,Полиэстер,485168.0,3.71,511245.0,+,yes,
2346,751651885,Adidas Dress Q-9321,Dress,L,Желтый,Нейлон,659579.0,1.13,887077.0,+,yes,
2352,279346421,PleinSport Sweater T-5251,Sweater,XXL,Фиолетовый,Хлопок,214864.0,2.58,904000.0,+,,yes
2353,326333213,Vans Skirt X-3948,Skirt,XXL,Оранжевый,Полиэстер,223892.0,1.03,951970.0,+,no,
2354,177676233,Reebok T-shirt R-3523,T-shirt,XL,Фиолетовый,Лен,915554.0,3.61,81879.0,+,,no
2355,173450057,New Balance Handbags Y-4429,Handbags,S,Желтый,Полиэстер,471300.0,2.43,188883.0,+,,
2358,478597063,Converse Shirt I-5135,Shirt,S,Фиолетовый,Нейлон,491156.0,3.19,291354.0,+,yes,yes
2365,489945114,Vans Dress B-4229,Dress,XL,Фиолетовый,Лен,494231.0,4.11,411389.0,+,yes,no
2369,403643927,Vans Handbags H-5844,Handbags,S,Фиолетовый,Кожа,462540.0,3.75,563460.0,+,yes,no
2372,750866888,Ellesse Skirt M-5083,Skirt,XL,Зеленый,Полиэстер,843642.0,2.52,465480.0,+,no,yes
2373,671394410,PleinSport Socks D-4958,Socks,S,Синий,Кожа,668274.0,2.55,510329.0,+,no,no
2378,130705872,Asics Hat V-4935,Hat,S,Фиолетовый,Нейлон,347876.0,1.6,314036.0,+,yes,
2384,720259767,Under Armour Jeans E-8277,Jeans,XXL,Голубой,Нейлон,110417.0,2.89,834421.0,+,,no
2387,512141398,Brooks Pants G-8138,Pants,XXL,Красный,Лен,632740.0,3.4,22668.0,+,no,no
2388,826655513,Brooks Gloves A-9085,Gloves,XL,Фиолетовый,Полиэстер,867961.0,3.26,294193.0,+,,
2389,956170787,Addidas Umbrellas A-5062,Umbrellas,S,Красный,Шелк,197272.0,3.77,77426.0,+,no,yes
2396,305600069,New Balance Skirt N-8369,Skirt,M,Зеленый,Кожа,940818.0,4.65,689498.0,+,no,no
2401,747810333,Lacoste Shoes M-5726,Shoes,L,Зеленый,Полиэстер,286915.0,2.63,617110.0,+,,
2407,131124170,Addidas Pants P-8144,Pants,L,Красный,Вискоза,784640.0,4.57,229962.0,+,no,
2408,812778682,PleinSport Gloves O-8147,Gloves,M,Оранжевый,Шелк,269264.0,2.69,58112.0,+,no,
2411,564356300,Puma Sweater U-5608,Sweater,XL,Синий,Шерсть,690409.0,3.07,548839.0,+,yes,no
2413,953930838,DC Hat N-8479,Hat,S,Красный,Полиэстер,689287.0,3.76,524395.0,+,no,yes
2417,106464274,Lacoste Dress V-4817,Dress,M,Зеленый,Полиэстер,497258.0,2.4,869617.0,+,no,no
2423,529079201,Lacoste Umbrellas X-5722,Umbrellas,XXL,Фиолетовый,Шерсть,856728.0,1.14,252744.0,+,yes,yes
2425,182412751,PleinSport Pants J-5288,Pants,M,Зеленый,Хлопок,441253.0,2.02,154557.0,+,no,
2427,235681689,Ellesse Belts H-4628,Belts,L,Голубой,Нейлон,230209.0,4.67,526082.0,+,,
2428,762267636,Nike Jeans H-8704,Jeans,M,Синий,Кожа,414373.0,1.74,724677.0,+,no,
2429,228073273,Ellesse Shirt Y-6011,Shirt,XXL,Оранжевый,Вискоза,516688.0,2.62,512668.0,+,yes,no
2434,945036626,Nike Sweater N-3095,Sweater,S,Голубой,Шерсть,719274.0,1.92,7208.0,+,yes,no
2436,700433200,Converse Gloves E-5529,Gloves,XXL,Фиолетовый,Нейлон,339346.0,2.83,87751.0,+,no,yes
2440,143410112,Fila Hat S-9063,Hat,M,Синий,Хлопок,534411.0,1.02,830846.0,+,yes,no
2445,755740778,Vans Socks I-3178,Socks,L,Оранжевый,Лен,744189.0,3.14,868838.0,+,,no
2453,307839711,Asics Hat G-6672,Hat,S,Голубой,Нейлон,281960.0,3.56,637678.0,+,,no
2457,115605407,PleinSport Sweater B-1617,Sweater,XXL,Синий,Шелк,149376.0,2.56,766840.0,+,,yes
2458,206230445,Under Armour Belts D-3214,Belts,XXL,Оранжевый,Кожа,556418.0,3.28,796671.0,+,yes,yes
2461,626848234,Under Armour Hat Z-2340,Hat,L,Оранжевый,Хлопок,422270.0,2.02,959666.0,+,no,yes
2467,624532352,Under Armour Sweater Q-8749,Sweater,L,Зеленый,Лен,647427.0,3.47,954879.0,+,,yes
2475,379876488,Addidas Handbags B-3614,Handbags,M,Зеленый,Шелк,138830.0,4.05,234972.0,+,no,
2484,669651357,PleinSport Socks Y-5398,Socks,L,Зеленый,Лен,993828.0,3.88,370888.0,+,,yes
2488,472474093,Lacoste Jeans E-5464,Jeans,S,Желтый,Хлопок,757222.0,4.44,139713.0,+,no,
2493,757159197,Ellesse Jeans B-7735,Jeans,XXL,Оранжевый,Лен,445627.0,4.82,411643.0,+,no,
2494,273284207,Asics Socks U-3869,Socks,L,Желтый,Лен,708329.0,2.57,845103.0,+,,
2496,813847759,Reebok Jeans C-1026,Jeans,XL,Зеленый,Хлопок,914875.0,4.78,646265.0,+,no,no
2497,900587001,PleinSport Socks R-2440,Socks,M,Синий,Полиэстер,649908.0,2.11,753758.0,+,no,yes
2498,433839453,Nike Sweater Z-8844,Sweater,S,Желтый,Вискоза,844723.0,3.27,397395.0,+,,yes
2500,330548126,Brooks Hat Z-3970,Hat,S,Красный,Шелк,855701.0,4.86,820130.0,+,,
2509,980660020,Adidas Shirt Y-3221,Shirt,XL,Оранжевый,Вискоза,606963.0,4.98,796997.0,+,no,no
2511,932749473,Nike Umbrellas I-6135,Umbrellas,XL,Синий,Шерсть,761974.0,1.71,953375.0,+,,no
2520,159557749,Fila Dress H-1485,Dress,S,Синий,Хлопок,336017.0,1.3,23092.0,+,yes,no
2529,393515700,Ellesse Shoes R-1467,Shoes,L,Оранжевый,Хлопок,583958.0,3.69,485002.0,+,yes,no
2532,647595279,Puma Skirt N-6879,Skirt,M,Зеленый,Хлопок,967631.0,4.57,59339.0,+,,
2533,746028271,PleinSport Handbags T-5296,Handbags,XXL,Фиолетовый,Хлопок,434368.0,1.06,29667.0,+,,yes
2536,570242675,Lacoste Socks R-5916,Socks,S,Оранжевый,Кожа,923495.0,4.35,437602.0,+,no,no
2537,838013296,Under Armour Shoes T-1777,Shoes,XL,Желтый,Кожа,434485.0,2.22,232446.0,+,no,
2546,865991932,Addidas Blouse R-5813,Blouse,L,Желтый,Полиэстер,686927.0,1.64,521158.0,+,,no
2549,303601910,Fila Handbags M-8677,Handbags,XXL,Голубой,Шерсть,971966.0,4.71,84424.0,+,no,yes
2557,454835693,Lacoste Pants G-3945,Pants,S,Фиолетовый,Лен,822827.0,1.67,561632.0,+,yes,
2563,775406109,Nike Gloves G-8484,Gloves,XXL,Желтый,Хлопок,665351.0,4.48,528402.0,+,,no
2571,651333957,DC Umbrellas U-8199,Umbrellas,XL,Синий,Лен,996521.0,2.81,590184.0,+,,
2572,736659050,Lacoste Pants F-2838,Pants,S,Синий,Хлопок,420576.0,3.68,116110.0,+,yes,no
2576,439060661,Addidas Belts O-7794,Belts,M,Оранжевый,Шерсть,705874.0,1.8,585729.0,+,,
2582,309066420,Vans Handbags Q-1088,Handbags,L,Желтый,Лен,455617.0,1.94,366291.0,+,yes,
2591,761915254,Brooks Hat L-8950,Hat,XXL,Голубой,Нейлон,784235.0,1.26,287994.0,+,no,
2598,534708636,Lacoste Hat Q-7322,Hat,XL,Синий,Кожа,780221.0,2.25,142553.0,+,,yes
2610,910234549,Adidas Skirt Y-1488,Skirt,L,Зеленый,Шелк,968528.0,3.81,339412.0,+,no,
2614,593247761,Adidas Dress B-3799,Dress,XXL,Голубой,Шелк,861340.0,2.41,536576.0,+,,yes
2615,245682429,DC Socks R-2520,Socks,S,Желтый,Полиэстер,809951.0,4.18,450054.0,+,no,
2618,654172209,DC Jeans F-4352,Jeans,XL,Красный,Шелк,300301.0,2.08,600798.0,+,,
2625,999187068,Under Armour Sweater P-7921,Sweater,S,Зеленый,Хлопок,437143.0,2.43,234325.0,+,,no
2630,433207858,Fila Sweater Y-1230,Sweater,M,Красный,Полиэстер,683714.0,3.08,526988.0,+,,no
2631,812172733,DC Belts T-8687,Belts,L,Красный,Полиэстер,632532.0,1.21,472231.0,+,yes,
2636,706899849,DC Belts S-5889,Belts,L,Синий,Нейлон,651583.0,1.63,780658.0,+,yes,no
2637,909754420,New Balance Belts J-8345,Belts,M,Зеленый,Шелк,849489.0,2.11,367017.0,+,no,no
2639,511570486,Adidas Skirt N-8728,Skirt,S,Зеленый,Кожа,776408.0,4.81,747972.0,+,no,
2644,911739704,Under Armour Hat D-4120,Hat,XL,Зеленый,Лен,685200.0,4.43,577053.0,+,yes,yes
2646,855794214,Fila Hat C-8095,Hat,L,Зеленый,Нейлон,899332.0,4.08,938020.0,+,yes,no
2647,497021529,Reebok Umbrellas H-4600,Umbrellas,M,Фиолетовый,Шелк,597541.0,3.89,480955.0,+,,
2648,924317939,Adidas Jeans J-2387,Jeans,M,Желтый,Кожа,520358.0,1.64,870817.0,+,yes,yes
2650,773775106,Fila Skirt O-7406,Skirt,XXL,Желтый,Полиэстер,944677.0,1.82,424393.0,+,,no
2654,481644500,DC Hat Z-4565,Hat,L,Желтый,Лен,840251.0,1.91,665221.0,+,no,no
2655,985497537,Converse Umbrellas M-7424,Umbrellas,XXL,Оранжевый,Нейлон,748241.0,2.3,830969.0,+,no,
2656,680746447,Under Armour Belts N-3340,Belts,S,Желтый,Хлопок,547895.0,4.5,994414.0,+,no,
2665,800994276,Puma Shirt X-2044,Shirt,L,Красный,Шерсть,693987.0,1.58,16539.0,+,,yes
2668,884987421,Addidas Pants D-1279,Pants,S,Зеленый,Хлопок,817722.0,2.41,337329.0,+,yes,no
2672,737981189,New Balance Shoes X-3531,Shoes,XXL,Голубой,Нейлон,346950.0,3.73,512796.0,+,no,yes
2675,662344089,Under Armour Umbrellas Y-2057,Umbrellas,L,Голубой,Полиэстер,297571.0,1.64,425062.0,+,yes,yes
2676,691198062,Addidas Skirt A-3960,Skirt,M,Красный,Шерсть,969642.0,4.13,723886.0,+,,no
2677,912439911,Ellesse Socks C-1100,Socks,XL,Оранжевый,Полиэстер,618112.0,2.29,98446.0,+,no,no
2678,959109600,Reebok Jacket N-7424,Jacket,XL,Желтый,Лен,529150.0,2.97,514433.0,+,,
2681,554788328,Brooks Umbrellas O-4453,Umbrellas,XL,Синий,Вискоза,314236.0,3.3,372851.0,+,yes,
2684,578130926,PleinSport Shoes O-1760,Shoes,S,Красный,Полиэстер,787146.0,2.19,453287.0,+,yes,no
2686,734685412,Brooks Handbags M-8480,Handbags,S,Фиолетовый,Полиэстер,364513.0,4.84,956933.0,+,yes,no
2694,611620396,Under Armour Jacket X-9440,Jacket,XL,Фиолетовый,Кожа,212753.0,4.27,653857.0,+,yes,yes
2703,909107266,New Balance Blouse M-2815,Blouse,L,Красный,Кожа,116372.0,3.95,477075.0,+,,yes
2705,802141584,New Balance Blouse O-8789,Blouse,L,Зеленый,Нейлон,266947.0,3.65,605798.0,+,yes,no
2706,835823747,Nike Socks T-1280,Socks,XL,Зеленый,Кожа,774286.0,3.83,81185.0,+,,no
2711,476869460,Under Armour Jacket E-7822,Jacket,S,Красный,Шелк,865475.0,3.12,445312.0,+,,no
2712,742220572,Vans Handbags E-4542,Handbags,XXL,Фиолетовый,Нейлон,722177.0,4.76,417430.0,+,no,no
2718,912382720,Fila Sweater M-2759,Sweater,M,Красный,Шерсть,664648.0,4.5,45218.0,+,no,no
2720,740609231,Brooks Shirt V-5407,Shirt,XXL,Голубой,Шелк,970320.0,3.4,564725.0,+,no,
2726,106644927,Converse Umbrellas X-2683,Umbrellas,M,Синий,Шелк,892271.0,3.82,270616.0,+,yes,no
2732,270671811,Vans Umbrellas S-7636,Umbrellas,S,Фиолетовый,Лен,470391.0,1.12,970113.0,+,no,
2736,819885290,Brooks T-shirt S-5117,T-shirt,XXL,Желтый,Шелк,568211.0,1.35,926694.0,+,no,yes
2739,804075164,Ellesse Sweater U-6483,Sweater,XXL,Зеленый,Вискоза,607987.0,2.13,188593.0,+,no,no
2740,685497887,Lacoste Handbags E-1840,Handbags,L,Зеленый,Шерсть,380843.0,1.42,341584.0,+,yes,
2746,358441596,Puma Dress D-7306,Dress,L,Синий,Вискоза,671257.0,3.67,920020.0,+,yes,yes
2748,915206888,DC Belts W-9938,Belts,XXL,Красный,Вискоза,420462.0,3.5,327495.0,+,no,yes
2749,268899802,Brooks Jeans B-1251,Jeans,M,Зеленый,Вискоза,443883.0,2.51,433541.0,+,,yes
2750,970014773,Brooks Jacket G-6210,Jacket,L,Зеленый,Вискоза,200299.0,1.46,432821.0,+,,no
2766,810452576,New Balance Shoes N-5496,Shoes,XL,Красный,Полиэстер,484113.0,4.13,920038.0,+,,
2767,591608748,New Balance Socks K-5081,Socks,S,Оранжевый,Хлопок,498287.0,3.55,620979.0,+,yes,
2778,165412007,Under Armour Gloves U-9808,Gloves,S,Голубой,Кожа,400571.0,2.53,462915.0,+,,no
2782,429002526,Nike Pants H-7693,Pants,XL,Синий,Хлопок,358154.0,1.71,296034.0,+,,
2785,724315399,Ellesse Hat B-7954,Hat,M,Зеленый,Лен,882795.0,2.48,317975.0,+,no,no
2787,369955756,Addidas Hat S-9819,Hat,S,Синий,Вискоза,985677.0,3.02,824121.0,+,no,yes
2789,129366656,PleinSport Sweater N-9854,Sweater,L,Оранжевый,Вискоза,618840.0,3.54,830415.0,+,no,
2791,433855102,Ellesse Shirt B-1071,Shirt,M,Красный,Шелк,447089.0,1.84,379617.0,+,,
2793,822000660,Vans Shirt O-3798,Shirt,M,Красный,Нейлон,678284.0,3.39,943579.0,+,yes,
2794,281447125,Reebok Sweater P-3545,Sweater,M,Фиолетовый,Шерсть,276549.0,4.57,483273.0,+,,
2800,672997185,Nike T-shirt J-2331,T-shirt,M,Голубой,Вискоза,827529.0,2.57,871336.0,+,no,
2808,880792480,Vans Gloves O-1212,Gloves,S,Зеленый,Лен,949621.0,2.67,617561.0,+,,
2810,572592177,New Balance T-shirt G-5799,T-shirt,XL,Оранжевый,Полиэстер,623616.0,3.88,449593.0,+,no,
2813,675900897,Brooks Blouse P-4235,Blouse,M,Фиолетовый,Вискоза,548422.0,3.61,34781.0,+,yes,
2814,565094122,Nike Jeans F-4345,Jeans,S,Зеленый,Хлопок,499998.0,3.17,814151.0,+,,no
2818,911249082,Brooks Pants F-1609,Pants,S,Фиолетовый,Шелк,681244.0,4.23,480505.0,+,yes,no
2831,715704410,DC T-shirt K-4840,T-shirt,S,Синий,Хлопок,590017.0,1.16,742699.0,+,no,no
2833,653039108,Adidas Gloves H-6037,Gloves,XXL,Голубой,Полиэстер,262865.0,1.99,363520.0,+,no,
2839,996111265,Lacoste Umbrellas G-4801,Umbrellas,L,Зеленый,Лен,725020.0,1.98,610802.0,+,no,no
2845,424664109,Puma Shoes J-7344,Shoes,S,Оранжевый,Лен,262274.0,3.32,682700.0,+,,
2846,527530254,Lacoste Socks P-2904,Socks,M,Красный,Кожа,693659.0,3.06,523404.0,+,no,
2866,747849934,DC Jacket W-1487,Jacket,XXL,Оранжевый,Хлопок,347603.0,1.61,678404.0,+,yes,yes
2876,909412480,Ellesse Socks I-9961,Socks,XXL,Зеленый,Лен,893019.0,1.13,695217.0,+,,
2884,237348516,New Balance Sweater K-8256,Sweater,XXL,Зеленый,Шелк,606216.0,1.08,348728.0,+,,
2890,710094154,Nike Dress T-6836,Dress,XL,Красный,Хлопок,299099.0,2.6,781799.0,+,,no
2896,548638472,DC Jacket O-8944,Jacket,XXL,Оранжевый,Кожа,564001.0,2.45,197147.0,+,yes,yes
2898,433340466,Ellesse Shirt W-7535,Shirt,S,Синий,Кожа,640369.0,1.04,969440.0,+,no,no
2899,811260746,Addidas Pants Z-7874,Pants,XXL,Оранжевый,Лен,263097.0,1.53,404635.0,+,yes,yes
2903,338318600,Asics Sweater G-9808,Sweater,L,Оранжевый,Нейлон,475328.0,2.57,492421.0,+,,no
2904,480283714,Fila Umbrellas B-3462,Umbrellas,XXL,Голубой,Нейлон,840232.0,1.38,957460.0,+,no,no
2912,943994315,New Balance Pants F-1843,Pants,M,Желтый,Шерсть,214566.0,4.71,275143.0,+,,
2913,608840827,Adidas Belts V-9682,Belts,XXL,Голубой,Шерсть,709975.0,1.66,412825.0,+,,no
2914,582904983,Adidas T-shirt D-8741,T-shirt,L,Оранжевый,Кожа,551134.0,3.89,560324.0,+,,
2926,657081382,Puma T-shirt O-7052,T-shirt,M,Синий,Вискоза,460528.0,1.79,572439.0,+,no,no
2930,316363742,Lacoste Pants Y-1221,Pants,L,Зеленый,Шерсть,984646.0,2.31,61696.0,+,,no
2934,387857725,Brooks Socks U-4164,Socks,L,Красный,Полиэстер,422773.0,1.83,659986.0,+,no,no
2946,794883230,Nike Skirt T-2643,Skirt,S,Зеленый,Нейлон,237872.0,3.65,641662.0,+,,
2958,457388208,Reebok Jacket Z-4946,Jacket,L,Синий,Хлопок,840195.0,1.8,758306.0,+,,
2959,311954068,Fila Gloves I-3495,Gloves,XXL,Желтый,Лен,429101.0,2.86,451999.0,+,no,no
2969,274083547,Fila T-shirt F-4807,T-shirt,S,Оранжевый,Шелк,568714.0,3.2,545424.0,+,,no
2973,875490361,Adidas Dress F-5563,Dress,L,Синий,Вискоза,222641.0,4.93,578911.0,+,,no
2974,427814502,Fila Socks M-9275,Socks,M,Красный,Лен,779387.0,1.93,484087.0,+,no,no
2976,965929746,Vans Hat M-3065,Hat,XXL,Оранжевый,Хлопок,634161.0,4.97,253593.0,+,yes,yes
2981,285274918,Under Armour Belts B-9063,Belts,XXL,Зеленый,Хлопок,961462.0,3.32,73899.0,+,,no
2983,352985302,Nike Blouse I-9924,Blouse,XL,Синий,Полиэстер,256750.0,2.72,352656.0,+,no,
2984,418861490,Asics Handbags Y-6045,Handbags,XL,Оранжевый,Хлопок,234965.0,1.88,566475.0,+,,yes
3002,293618177,Asics Shoes W-7412,Shoes,XXL,Оранжевый,Шерсть,644640.0,1.74,273283.0,+,yes,no
3005,653937337,New Balance Pants E-3755,Pants,L,Оранжевый,Кожа,276465.0,1.8,584612.0,+,,
3015,663342814,Puma Hat T-4518,Hat,XL,Зеленый,Лен,669815.0,1.43,550774.0,+,yes,no
3017,252237511,New Balance Socks Z-8432,Socks,M,Оранжевый,Шерсть,983187.0,1.23,925461.0,+,yes,
3018,235044355,Fila Pants L-3908,Pants,XXL,Фиолетовый,Лен,986190.0,3.63,130154.0,+,yes,yes
3019,339830534,Adidas Dress Z-1585,Dress,M,Красный,Полиэстер,427065.0,1.91,579250.0,+,yes,no
3021,695815063,Under Armour Jeans V-4411,Jeans,XXL,Голубой,Шерсть,728259.0,3.76,185629.0,+,no,yes
3024,407284917,Adidas Skirt Z-2125,Skirt,S,Синий,Шелк,619851.0,3.5,634865.0,+,yes,no
3029,821646296,DC Blouse I-7181,Blouse,XXL,Голубой,Шелк,438251.0,3.96,844561.0,+,,yes
3031,787801017,Asics Skirt C-6017,Skirt,S,Оранжевый,Шерсть,723629.0,1.08,858241.0,+,yes,no
3033,960642805,DC T-shirt E-1317,T-shirt,XL,Фиолетовый,Лен,771735.0,3.95,555424.0,+,,yes
3035,322260968,Lacoste Jacket R-5785,Jacket,XL,Желтый,Лен,920106.0,3.38,265258.0,+,,
3041,375209049,Ellesse Belts L-8463,Belts,XL,Оранжевый,Шелк,640064.0,1.57,448932.0,+,yes,
3043,499486968,Addidas T-shirt M-4681,T-shirt,L,Зеленый,Полиэстер,389609.0,2.36,276944.0,+,no,
3048,230908114,Puma Skirt A-1016,Skirt,S,Голубой,Шелк,313001.0,4.68,180003.0,+,,
3050,131068310,Nike Handbags W-1747,Handbags,XXL,Голубой,Полиэстер,332383.0,4.1,101474.0,+,no,
3057,854783698,Ellesse Belts P-2644,Belts,XL,Фиолетовый,Хлопок,835248.0,3.59,720781.0,+,no,
3058,683760560,Nike Jacket K-2396,Jacket,M,Красный,Лен,431357.0,3.69,833001.0,+,,no
3060,271620282,Ellesse Dress H-6899,Dress,M,Оранжевый,Шерсть,207051.0,1.86,720038.0,+,,yes
3061,655907102,Reebok Handbags E-3930,Handbags,S,Красный,Нейлон,661903.0,3.88,819513.0,+,,
3063,870166997,Asics Belts P-1908,Belts,XXL,Красный,Хлопок,323953.0,3.47,265140.0,+,yes,yes
3066,945790738,Under Armour Socks T-5717,Socks,XXL,Красный,Нейлон,849141.0,4.7,826423.0,+,,yes
3072,536641695,DC Blouse D-2700,Blouse,S,Оранжевый,Вискоза,489998.0,1.39,482677.0,+,,
3076,704057292,Lacoste Dress L-8732,Dress,S,Фиолетовый,Лен,950855.0,1.87,591816.0,+,yes,
3078,436912688,Asics Hat E-3920,Hat,L,Красный,Шелк,804741.0,1.09,187205.0,+,,no
3080,645571725,Fila Umbrellas N-9237,Umbrellas,S,Желтый,Хлопок,135773.0,4.84,669281.0,+,,yes
3088,948577065,Fila Belts P-7198,Belts,XL,Фиолетовый,Лен,886276.0,1.98,977127.0,+,,no
3090,411336543,Ellesse Hat H-8197,Hat,S,Фиолетовый,Шелк,896922.0,2.0,942319.0,+,yes,
3092,235995708,PleinSport Belts V-2507,Belts,XL,Желтый,Шерсть,150079.0,1.85,931937.0,+,yes,
3097,398014681,Lacoste Jacket S-7956,Jacket,XXL,Синий,Хлопок,404960.0,4.24,920100.0,+,,no
3098,379660741,Ellesse Socks V-7794,Socks,M,Голубой,Лен,963902.0,2.1,908186.0,+,no,no
3101,749255345,Fila Sweater X-5959,Sweater,XL,Фиолетовый,Кожа,560751.0,4.45,273042.0,+,yes,
3109,893441685,Nike Shoes S-5777,Shoes,XXL,Желтый,Хлопок,494097.0,4.63,561982.0,+,no,no
3116,141366544,Ellesse Hat H-4334,Hat,XXL,Желтый,Нейлон,423285.0,1.36,481411.0,+,yes,
3117,771090927,Vans Jeans Z-2203,Jeans,M,Красный,Шелк,927850.0,1.17,953057.0,+,yes,
3119,597378847,Lacoste Shoes G-2842,Shoes,M,Фиолетовый,Вискоза,147320.0,4.64,592486.0,+,no,no
3127,735082455,Fila Dress T-1515,Dress,L,Синий,Хлопок,368854.0,4.48,353316.0,+,,
3128,178743985,New Balance Socks L-4589,Socks,S,Синий,Вискоза,474182.0,3.25,973308.0,+,,
3130,768635729,Reebok Pants H-1043,Pants,L,Зеленый,Кожа,941688.0,4.41,977537.0,+,yes,
3136,193225874,Under Armour Pants Z-9619,Pants,XXL,Желтый,Нейлон,983694.0,3.86,327510.0,+,no,no
