,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
20,126757144,Lacoste Gloves D-3916,Gloves,XXL,Красный,Шелк,321396.0,2.05,682914.0,,,
439,567691572,Lacoste Gloves D-6715,Gloves,XXL,Желтый,Нейлон,737506.0,3.08,606369.0,,,no
837,596752391,Lacoste Gloves E-6638,Gloves,M,Красный,Вискоза,796839.0,4.51,58512.0,+,no,yes
1662,121500205,Lacoste Gloves H-2620,Gloves,XXL,Желтый,Лен,746085.0,2.18,501379.0,-,no,no
2111,185155855,Lacoste Gloves O-9264,Gloves,L,Красный,Полиэстер,275298.0,2.9,99429.0,-,yes,
3542,901604940,Lacoste Gloves P-1917,Gloves,XL,Голубой,Нейлон,942752.0,3.21,54082.0,,,no
2594,637381801,Lacoste Gloves Q-2542,Gloves,XXL,Желтый,Полиэстер,176163.0,2.87,150704.0,,,yes
2600,604288090,Lacoste Gloves Q-6139,Gloves,XXL,Красный,Шелк,589378.0,4.93,234043.0,-,,
2735,313143987,Lacoste Gloves Q-8620,Gloves,XL,Фиолетовый,Кожа,231663.0,4.49,661129.0,-,,no
472,669093247,Lacoste Gloves R-6936,Gloves,S,Фиолетовый,Шерсть,672519.0,4.68,160073.0,,,
3147,350697391,Lacoste Gloves S-6792,Gloves,L,Голубой,Шерсть,964731.0,4.56,450210.0,,no,no
702,410178083,Lacoste Gloves X-1191,Gloves,XL,Фиолетовый,Лен,680275.0,3.21,680995.0,-,yes,yes
2126,202352636,Lacoste Handbags B-3351,Handbags,L,Красный,Вискоза,374350.0,4.52,566387.0,,,yes
3158,497042428,Lacoste Handbags C-7342,Handbags,XXL,Желтый,Нейлон,215740.0,3.19,577606.0,+,no,yes
1627,115980924,Lacoste Handbags D-4385,Handbags,XL,Оранжевый,Нейлон,899497.0,4.91,322292.0,,no,
2740,685497887,Lacoste Handbags E-1840,Handbags,L,Зеленый,Шерсть,380843.0,1.42,341584.0,+,yes,
2704,594450638,Lacoste Handbags H-1258,Handbags,S,Синий,Хлопок,798103.0,1.71,880200.0,-,,yes
3125,779393913,Lacoste Handbags I-5494,Handbags,L,Фиолетовый,Кожа,713664.0,4.4,780149.0,-,,
593,558549136,Lacoste Handbags O-5608,Handbags,L,Желтый,Вискоза,354435.0,2.65,948095.0,,no,
1212,141099855,Lacoste Handbags P-9037,Handbags,XL,Зеленый,Шерсть,565431.0,2.8,381824.0,-,yes,yes
1240,837531405,Lacoste Handbags R-7286,Handbags,L,Голубой,Шелк,876276.0,2.92,748705.0,-,no,yes
1112,438614359,Lacoste Handbags T-5486,Handbags,M,Синий,Нейлон,539706.0,2.4,169843.0,+,,
260,127166271,Lacoste Handbags T-7441,Handbags,M,Голубой,Кожа,888150.0,4.37,557819.0,,,no
1179,413924576,Lacoste Handbags V-1319,Handbags,S,Желтый,Лен,244972.0,4.26,99183.0,-,yes,
2649,491503811,Lacoste Handbags W-1930,Handbags,M,Оранжевый,Хлопок,854834.0,1.55,159729.0,,,
1422,502239780,Lacoste Handbags Y-4801,Handbags,S,Зеленый,Кожа,746872.0,3.34,806187.0,,yes,yes
657,127757288,Lacoste Hat B-4790,Hat,L,Голубой,Нейлон,785641.0,1.48,488038.0,-,,
842,783987257,Lacoste Hat B-5278,Hat,S,Зеленый,Шелк,829210.0,4.93,63114.0,+,no,no
654,598200452,Lacoste Hat B-6198,Hat,XXL,Синий,Лен,368060.0,4.14,588094.0,+,yes,no
3547,854610099,Lacoste Hat C-2714,Hat,XL,Синий,Шелк,726230.0,2.4,112526.0,,yes,
2120,328042324,Lacoste Hat D-4325,Hat,S,Синий,Лен,963477.0,4.58,3479.0,,yes,yes
3534,363868711,Lacoste Hat E-7880,Hat,XL,Желтый,Вискоза,601727.0,2.8,57124.0,-,,
591,214481515,Lacoste Hat F-9900,Hat,XL,Голубой,Шелк,943913.0,4.12,451406.0,,no,
2038,579865438,Lacoste Hat K-6472,Hat,XL,Фиолетовый,Шерсть,683908.0,3.83,214352.0,+,no,no
2200,762863006,Lacoste Hat M-4955,Hat,S,Фиолетовый,Полиэстер,436250.0,1.0,513168.0,-,yes,
2598,534708636,Lacoste Hat Q-7322,Hat,XL,Синий,Кожа,780221.0,2.25,142553.0,+,,yes
1439,254222657,Lacoste Hat T-4249,Hat,XL,Зеленый,Вискоза,977097.0,3.64,363391.0,-,,
729,894012207,Lacoste Hat V-5256,Hat,L,Красный,Хлопок,155656.0,4.43,152255.0,+,,
3223,500769704,Lacoste Hat X-6753,Hat,L,Зеленый,Нейлон,931817.0,4.48,961334.0,,no,
2141,367131559,Lacoste Hat Y-9802,Hat,XL,Голубой,Шелк,515213.0,2.16,701381.0,+,no,
1687,606342540,Lacoste Jacket A-9323,Jacket,XXL,Красный,Шерсть,748781.0,1.06,534432.0,,yes,yes
1215,732905748,Lacoste Jacket C-8649,Jacket,M,Желтый,Нейлон,120041.0,4.53,549416.0,,,
3260,731244007,Lacoste Jacket I-6155,Jacket,M,Желтый,Шелк,882128.0,3.9,917186.0,,no,yes
3482,548016141,Lacoste Jacket L-4719,Jacket,M,Желтый,Шелк,379095.0,3.78,262872.0,+,yes,no
709,736983688,Lacoste Jacket N-2446,Jacket,M,Желтый,Шерсть,468780.0,1.36,526430.0,,,
2032,549921168,Lacoste Jacket N-5020,Jacket,L,Красный,Шерсть,281362.0,4.06,274963.0,-,,yes
3583,707925398,Lacoste Jacket N-8988,Jacket,XL,Голубой,Вискоза,852754.0,1.02,246139.0,-,no,yes
596,947220048,Lacoste Jacket N-9973,Jacket,M,Фиолетовый,Полиэстер,548178.0,4.22,693234.0,-,,no
2223,237603447,Lacoste Jacket O-2868,Jacket,M,Голубой,Шерсть,651517.0,3.76,802026.0,+,yes,
3191,425663662,Lacoste Jacket P-1733,Jacket,S,Голубой,Шелк,356996.0,3.61,814101.0,+,no,no
2189,286455489,Lacoste Jacket P-6620,Jacket,M,Зеленый,Вискоза,317794.0,2.66,128273.0,-,,
2892,545622269,Lacoste Jacket R-3245,Jacket,XL,Голубой,Лен,454163.0,3.05,641500.0,-,no,no
3035,322260968,Lacoste Jacket R-5785,Jacket,XL,Желтый,Лен,920106.0,3.38,265258.0,+,,
430,271952515,Lacoste Jacket S-4542,Jacket,S,Голубой,Кожа,656882.0,4.05,401410.0,-,,no
3097,398014681,Lacoste Jacket S-7956,Jacket,XXL,Синий,Хлопок,404960.0,4.24,920100.0,+,,no
1930,683138620,Lacoste Jacket Y-9106,Jacket,S,Фиолетовый,Кожа,255310.0,2.19,410157.0,-,yes,
1103,647528334,Lacoste Jacket Z-5546,Jacket,S,Голубой,Хлопок,105987.0,2.56,1454.0,+,,
2887,993316100,Lacoste Jeans A-3958,Jeans,S,Фиолетовый,Нейлон,484409.0,4.7,317852.0,-,yes,
456,713911876,Lacoste Jeans A-5069,Jeans,XL,Фиолетовый,Лен,575730.0,1.52,317074.0,-,no,no
3418,306498841,Lacoste Jeans C-9207,Jeans,XXL,Фиолетовый,Хлопок,282681.0,3.16,642164.0,-,yes,no
2488,472474093,Lacoste Jeans E-5464,Jeans,S,Желтый,Хлопок,757222.0,4.44,139713.0,+,no,
2651,483821109,Lacoste Jeans G-6464,Jeans,XL,Зеленый,Вискоза,827705.0,3.48,978053.0,,no,
1207,600397379,Lacoste Jeans J-8050,Jeans,L,Оранжевый,Шерсть,737925.0,3.83,709487.0,-,yes,no
2272,295894978,Lacoste Jeans L-5178,Jeans,S,Синий,Вискоза,964616.0,1.19,509752.0,,no,
1160,579257815,Lacoste Jeans P-9069,Jeans,S,Оранжевый,Нейлон,785890.0,2.22,259888.0,-,no,
2184,531849523,Lacoste Jeans T-6131,Jeans,XL,Синий,Вискоза,899447.0,2.51,78093.0,+,no,no
3217,912723456,Lacoste Jeans V-7353,Jeans,S,Голубой,Хлопок,189673.0,1.85,533545.0,+,,
318,292016677,Lacoste Jeans W-2614,Jeans,XL,Фиолетовый,Лен,904534.0,3.42,45529.0,-,,
1498,635547163,Lacoste Jeans Z-7133,Jeans,L,Оранжевый,Нейлон,768831.0,1.75,435042.0,-,,
542,417450005,Lacoste Pants B-8016,Pants,M,Зеленый,Хлопок,447444.0,1.31,245630.0,-,yes,
3014,267942554,Lacoste Pants C-7055,Pants,M,Красный,Полиэстер,984324.0,4.39,802508.0,-,no,yes
1198,284937883,Lacoste Pants D-8467,Pants,L,Синий,Шерсть,485132.0,4.21,495166.0,,no,no
2572,736659050,Lacoste Pants F-2838,Pants,S,Синий,Хлопок,420576.0,3.68,116110.0,+,yes,no
2557,454835693,Lacoste Pants G-3945,Pants,S,Фиолетовый,Лен,822827.0,1.67,561632.0,+,yes,
1840,720051899,Lacoste Pants G-8672,Pants,M,Голубой,Шерсть,629335.0,4.6,906926.0,,,
1803,670881988,Lacoste Pants H-3978,Pants,S,Оранжевый,Полиэстер,180931.0,1.54,767809.0,,yes,yes
1187,387347672,Lacoste Pants K-7043,Pants,L,Красный,Полиэстер,696506.0,3.14,346070.0,+,,no
186,574707550,Lacoste Pants K-9464,Pants,S,Синий,Вискоза,289973.0,3.33,485361.0,+,,no
3137,242939892,Lacoste Pants L-1689,Pants,XXL,Оранжевый,Нейлон,144010.0,2.93,11273.0,,no,
2883,442827871,Lacoste Pants N-2349,Pants,L,Фиолетовый,Нейлон,643815.0,4.7,830501.0,,no,
2296,482187369,Lacoste Pants N-8799,Pants,XXL,Голубой,Шелк,763176.0,1.14,791060.0,-,yes,
2879,548028542,Lacoste Pants R-2636,Pants,L,Красный,Вискоза,614894.0,3.48,798776.0,-,no,no
1086,970066144,Lacoste Pants T-1944,Pants,M,Оранжевый,Кожа,300143.0,1.03,148222.0,+,yes,
1729,898740988,Lacoste Pants T-9370,Pants,M,Красный,Шелк,257416.0,3.82,526385.0,-,yes,no
125,658264519,Lacoste Pants V-7102,Pants,XXL,Зеленый,Шерсть,524290.0,2.13,805437.0,,no,yes
2862,170412820,Lacoste Pants V-7542,Pants,S,Зеленый,Полиэстер,974891.0,2.86,100548.0,,,no
323,797537452,Lacoste Pants X-1245,Pants,XL,Голубой,Кожа,546569.0,1.15,200504.0,-,,yes
185,465323723,Lacoste Pants X-9748,Pants,M,Желтый,Кожа,937335.0,4.74,837232.0,-,yes,no
2930,316363742,Lacoste Pants Y-1221,Pants,L,Зеленый,Шерсть,984646.0,2.31,61696.0,+,,no
1306,419440825,Lacoste Shirt A-7465,Shirt,XL,Зеленый,Лен,202473.0,3.26,555444.0,+,,no
2702,125422707,Lacoste Shirt D-6067,Shirt,L,Красный,Лен,674703.0,4.87,605519.0,,,
1713,936776453,Lacoste Shirt F-4742,Shirt,XXL,Голубой,Вискоза,415984.0,1.81,503632.0,-,,
2992,815925766,Lacoste Shirt J-1871,Shirt,XXL,Зеленый,Лен,215465.0,3.04,803865.0,-,no,yes
1721,720834903,Lacoste Shirt J-3711,Shirt,M,Оранжевый,Шерсть,350976.0,4.91,461982.0,,,no
2599,569060409,Lacoste Shirt O-5745,Shirt,L,Красный,Кожа,439434.0,3.03,621506.0,,yes,
2476,337840092,Lacoste Shirt R-1929,Shirt,S,Голубой,Кожа,491575.0,3.16,546496.0,-,yes,
3576,650422375,Lacoste Shirt S-2628,Shirt,L,Красный,Шелк,591483.0,2.56,195954.0,,,
1527,454134641,Lacoste Shirt S-8467,Shirt,L,Зеленый,Хлопок,563704.0,4.98,992972.0,-,no,no
1047,144278052,Lacoste Shirt S-9525,Shirt,S,Голубой,Полиэстер,624148.0,3.45,659765.0,,no,no
3264,847058868,Lacoste Shirt V-8748,Shirt,M,Желтый,Хлопок,545157.0,1.24,415129.0,+,,
141,210285595,Lacoste Shoes B-6701,Shoes,L,Оранжевый,Шерсть,189854.0,3.92,275608.0,+,,
1983,729608137,Lacoste Shoes D-8013,Shoes,S,Фиолетовый,Нейлон,612698.0,2.15,618675.0,,no,
3119,597378847,Lacoste Shoes G-2842,Shoes,M,Фиолетовый,Вискоза,147320.0,4.64,592486.0,+,no,no
2017,789449127,Lacoste Shoes G-5915,Shoes,XXL,Зеленый,Хлопок,522261.0,2.89,138065.0,+,yes,no
3169,702751040,Lacoste Shoes I-7200,Shoes,XXL,Зеленый,Шерсть,180869.0,4.81,128327.0,,,
496,431401624,Lacoste Shoes J-2404,Shoes,L,Голубой,Полиэстер,253742.0,3.06,518373.0,,,
2007,499834683,Lacoste Shoes J-3288,Shoes,L,Зеленый,Вискоза,645176.0,2.89,109047.0,-,yes,no
1816,917298840,Lacoste Shoes J-5363,Shoes,XL,Зеленый,Хлопок,211301.0,1.34,725174.0,,no,no
219,956111669,Lacoste Shoes K-4239,Shoes,XL,Фиолетовый,Вискоза,537455.0,4.71,493804.0,,,
1621,425273174,Lacoste Shoes L-4567,Shoes,XXL,Зеленый,Шерсть,734008.0,2.5,745211.0,-,,no
2401,747810333,Lacoste Shoes M-5726,Shoes,L,Зеленый,Полиэстер,286915.0,2.63,617110.0,+,,
45,500965794,Lacoste Shoes O-1132,Shoes,XL,Желтый,Кожа,885886.0,2.31,681398.0,,,
532,520648131,Lacoste Shoes S-4185,Shoes,XL,Оранжевый,Кожа,648834.0,3.9,369908.0,+,yes,yes
3175,228416821,Lacoste Shoes T-6625,Shoes,S,Зеленый,Лен,316678.0,4.4,579660.0,,no,yes
3207,809610859,Lacoste Shoes X-3637,Shoes,XXL,Фиолетовый,Кожа,995139.0,4.68,582584.0,,yes,
195,782634891,Lacoste Shoes X-7418,Shoes,S,Желтый,Нейлон,239887.0,1.52,339208.0,-,no,no
1372,917279593,Lacoste Shoes Y-9428,Shoes,L,Зеленый,Хлопок,860530.0,4.1,812533.0,-,no,yes
1062,692650448,Lacoste Shoes Y-9690,Shoes,M,Голубой,Шелк,983241.0,3.57,967384.0,+,,no
1379,895261919,Lacoste Skirt E-1632,Skirt,L,Синий,Шелк,672328.0,2.58,83212.0,-,yes,no
1312,200384102,Lacoste Skirt F-1169,Skirt,S,Оранжевый,Лен,573713.0,4.46,136471.0,,,no
3443,214860020,Lacoste Skirt I-3745,Skirt,L,Оранжевый,Нейлон,258788.0,4.82,282141.0,+,no,no
2817,368325265,Lacoste Skirt I-4434,Skirt,S,Синий,Лен,990994.0,1.27,12132.0,-,no,no
1902,318471708,Lacoste Skirt N-5264,Skirt,S,Синий,Кожа,742677.0,4.03,550679.0,,,no
2102,656020316,Lacoste Skirt P-5606,Skirt,XL,Оранжевый,Шелк,796307.0,3.69,228085.0,-,,
1974,903112714,Lacoste Skirt Q-1543,Skirt,M,Красный,Шелк,147955.0,4.26,102573.0,,yes,no
372,338311589,Lacoste Skirt R-2214,Skirt,S,Синий,Нейлон,112525.0,4.79,858928.0,,,yes
878,892788157,Lacoste Skirt R-9727,Skirt,M,Синий,Вискоза,924270.0,2.38,153607.0,-,,
199,671559205,Lacoste Skirt Y-1310,Skirt,M,Красный,Шерсть,302640.0,2.98,210922.0,+,,
2432,619161394,Lacoste Skirt Y-6305,Skirt,XXL,Оранжевый,Шерсть,386725.0,1.9,380380.0,,,no
1511,910232510,Lacoste Skirt Z-5287,Skirt,S,Голубой,Кожа,993850.0,2.67,601803.0,-,,yes
2937,909368372,Lacoste Socks B-3765,Socks,XXL,Голубой,Вискоза,395700.0,3.75,407312.0,,,yes
1503,107628426,Lacoste Socks D-4835,Socks,M,Фиолетовый,Нейлон,504322.0,4.66,255007.0,+,,
1832,849054452,Lacoste Socks D-5031,Socks,L,Голубой,Полиэстер,900399.0,4.82,757217.0,-,yes,no
1754,916891202,Lacoste Socks E-2364,Socks,M,Желтый,Лен,972282.0,1.39,483056.0,+,no,
624,152549830,Lacoste Socks E-3659,Socks,XXL,Зеленый,Хлопок,958073.0,3.08,667180.0,,no,yes
1723,958592264,Lacoste Socks E-8651,Socks,XXL,Голубой,Вискоза,126742.0,3.78,588928.0,-,,no
135,159201714,Lacoste Socks G-6098,Socks,XXL,Зеленый,Шерсть,320707.0,2.94,956130.0,-,,yes
1546,579710767,Lacoste Socks I-8800,Socks,XXL,Красный,Вискоза,457123.0,3.65,206136.0,,yes,no
1229,178999964,Lacoste Socks J-7015,Socks,S,Зеленый,Нейлон,353747.0,4.3,72675.0,-,no,no
1762,346447089,Lacoste Socks M-8930,Socks,XL,Красный,Полиэстер,332423.0,1.52,662189.0,-,yes,no
2846,527530254,Lacoste Socks P-2904,Socks,M,Красный,Кожа,693659.0,3.06,523404.0,+,no,
262,258960022,Lacoste Socks P-3994,Socks,M,Синий,Шерсть,705027.0,3.88,830144.0,,,yes
2927,243644599,Lacoste Socks Q-2894,Socks,XL,Красный,Кожа,778010.0,5.0,305582.0,-,yes,
2536,570242675,Lacoste Socks R-5916,Socks,S,Оранжевый,Кожа,923495.0,4.35,437602.0,+,no,no
2922,511689318,Lacoste Socks T-4480,Socks,L,Фиолетовый,Шелк,501507.0,3.44,98198.0,,yes,no
1709,439324726,Lacoste Socks V-6147,Socks,M,Голубой,Нейлон,739767.0,4.16,280088.0,-,yes,
2444,879873123,Lacoste Socks W-3632,Socks,XL,Желтый,Шерсть,748540.0,1.59,203202.0,-,no,
287,728170455,Lacoste Socks X-4545,Socks,M,Оранжевый,Шелк,937970.0,1.41,607335.0,-,no,
1826,778396836,Lacoste Socks Y-6250,Socks,XL,Красный,Шерсть,504022.0,4.13,657804.0,,no,yes
736,391330515,Lacoste Socks Z-9844,Socks,XL,Зеленый,Вискоза,684020.0,1.21,241369.0,,,
2761,979535063,Lacoste Sweater B-6755,Sweater,M,Синий,Шелк,627355.0,1.17,270504.0,,no,no
563,163991953,Lacoste Sweater B-9353,Sweater,XL,Фиолетовый,Вискоза,121360.0,4.41,494294.0,-,yes,yes
690,942393570,Lacoste Sweater C-2875,Sweater,S,Голубой,Полиэстер,886065.0,4.48,958743.0,,yes,no
1888,772289365,Lacoste Sweater E-1453,Sweater,L,Голубой,Шелк,815417.0,1.51,616628.0,,yes,
3375,124351871,Lacoste Sweater V-5417,Sweater,S,Фиолетовый,Нейлон,531441.0,2.3,286547.0,,no,
3409,467734439,Lacoste T-shirt E-4813,T-shirt,S,Фиолетовый,Кожа,934936.0,1.9,550350.0,-,,no
112,646946400,Lacoste T-shirt L-4621,T-shirt,XL,Красный,Шелк,479360.0,3.75,18870.0,-,no,no
2206,558640888,Lacoste T-shirt O-2599,T-shirt,XXL,Фиолетовый,Лен,150992.0,4.08,36426.0,,no,yes
1357,955252760,Lacoste T-shirt P-8287,T-shirt,S,Синий,Шерсть,378708.0,1.57,496635.0,+,,
573,879812548,Lacoste T-shirt R-7954,T-shirt,XL,Фиолетовый,Нейлон,111592.0,1.62,802934.0,+,,no
2058,257975226,Lacoste T-shirt U-4065,T-shirt,L,Желтый,Нейлон,422270.0,4.04,951669.0,-,,no
3009,486322229,Lacoste T-shirt W-8150,T-shirt,XL,Синий,Шерсть,597755.0,1.89,721176.0,-,,yes
3496,423902343,Lacoste T-shirt Y-4160,T-shirt,XL,Синий,Нейлон,559212.0,1.49,304885.0,-,,no
2491,235518703,Lacoste T-shirt Z-2670,T-shirt,XL,Оранжевый,Кожа,689101.0,3.1,260365.0,,yes,no
1065,136590995,Lacoste Umbrellas A-8943,Umbrellas,L,Зеленый,Нейлон,684979.0,3.02,661904.0,,,
1331,955146847,Lacoste Umbrellas B-2201,Umbrellas,M,Фиолетовый,Кожа,315677.0,1.99,420588.0,,,no
3555,686207481,Lacoste Umbrellas B-6336,Umbrellas,S,Желтый,Вискоза,366450.0,2.19,441175.0,,no,yes
160,179576492,Lacoste Umbrellas D-4396,Umbrellas,XXL,Красный,Лен,769582.0,1.45,205447.0,+,,
793,113333981,Lacoste Umbrellas F-8204,Umbrellas,M,Оранжевый,Лен,474854.0,1.71,519087.0,-,,no
2839,996111265,Lacoste Umbrellas G-4801,Umbrellas,L,Зеленый,Лен,725020.0,1.98,610802.0,+,no,no
2507,143252242,Lacoste Umbrellas H-9085,Umbrellas,M,Фиолетовый,Шелк,876777.0,3.95,437232.0,-,no,yes
2638,319334143,Lacoste Umbrellas M-7858,Umbrellas,XL,Оранжевый,Полиэстер,482044.0,1.93,354415.0,-,yes,
3172,466238770,Lacoste Umbrellas N-5843,Umbrellas,S,Голубой,Полиэстер,503352.0,2.97,737590.0,,,no
268,464203547,Lacoste Umbrellas P-5170,Umbrellas,XL,Голубой,Шерсть,251128.0,1.63,346866.0,+,no,yes
1966,609115637,Lacoste Umbrellas Q-8446,Umbrellas,M,Голубой,Лен,215811.0,3.66,957374.0,,,no
3541,392105603,Lacoste Umbrellas R-7861,Umbrellas,XL,Фиолетовый,Шерсть,102271.0,3.8,761768.0,-,no,no
3526,677278841,Lacoste Umbrellas T-8653,Umbrellas,XL,Оранжевый,Кожа,483953.0,3.95,292320.0,,yes,
2423,529079201,Lacoste Umbrellas X-5722,Umbrellas,XXL,Фиолетовый,Шерсть,856728.0,1.14,252744.0,+,yes,yes
2733,567636411,Lacoste Umbrellas Y-1618,Umbrellas,M,Синий,Полиэстер,400815.0,3.0,549550.0,,,
874,133064141,Lacoste Umbrellas Z-7439,Umbrellas,L,Фиолетовый,Лен,547537.0,3.01,874258.0,,,
221,101813726,New Balance Belts D-2339,Belts,S,Желтый,Хлопок,928047.0,3.62,350089.0,-,yes,no
3278,606023559,New Balance Belts D-7766,Belts,M,Синий,Шерсть,505067.0,1.04,873983.0,-,,yes
806,124675571,New Balance Belts I-9338,Belts,L,Зеленый,Кожа,461231.0,1.47,706637.0,+,no,yes
2133,396557561,New Balance Belts J-1014,Belts,M,Оранжевый,Вискоза,553681.0,3.05,717649.0,-,,
3183,523948123,New Balance Belts J-4223,Belts,M,Желтый,Шерсть,155234.0,3.51,446062.0,,,yes
1299,774494250,New Balance Belts J-4974,Belts,XXL,Фиолетовый,Хлопок,144631.0,2.17,505544.0,-,no,yes
2637,909754420,New Balance Belts J-8345,Belts,M,Зеленый,Шелк,849489.0,2.11,367017.0,+,no,no
3543,629545750,New Balance Belts O-5990,Belts,L,Фиолетовый,Шерсть,652078.0,2.36,238485.0,,no,
2161,298568986,New Balance Belts R-4127,Belts,L,Желтый,Шерсть,232104.0,1.44,344850.0,-,yes,no
2108,789943471,New Balance Belts V-2413,Belts,XXL,Голубой,Полиэстер,743473.0,1.71,409769.0,+,no,
2202,827655351,New Balance Belts X-4592,Belts,S,Голубой,Хлопок,290183.0,1.4,349917.0,-,yes,no
2472,697258808,New Balance Belts X-9657,Belts,S,Синий,Нейлон,672093.0,4.3,781393.0,-,yes,yes
3389,561333998,New Balance Blouse B-5666,Blouse,XL,Голубой,Нейлон,247064.0,1.54,777441.0,-,no,yes
123,801901213,New Balance Blouse D-3130,Blouse,S,Желтый,Шерсть,890409.0,1.23,886007.0,,no,
1928,491650494,New Balance Blouse F-1716,Blouse,M,Фиолетовый,Шерсть,984227.0,3.28,228937.0,-,no,no
818,104486314,New Balance Blouse F-3944,Blouse,XXL,Желтый,Полиэстер,589595.0,2.7,523720.0,,yes,
1234,779465711,New Balance Blouse G-3663,Blouse,M,Оранжевый,Вискоза,181126.0,1.69,827555.0,,no,no
3265,965327551,New Balance Blouse H-8508,Blouse,M,Красный,Вискоза,472579.0,2.37,266855.0,+,,no
1358,402879173,New Balance Blouse I-3881,Blouse,XL,Зеленый,Нейлон,344140.0,3.03,197965.0,-,,yes
2725,343015434,New Balance Blouse K-5513,Blouse,S,Голубой,Лен,841245.0,2.46,572892.0,-,no,
3074,723898402,New Balance Blouse L-1083,Blouse,S,Оранжевый,Шерсть,816813.0,2.94,313107.0,,no,no
2703,909107266,New Balance Blouse M-2815,Blouse,L,Красный,Кожа,116372.0,3.95,477075.0,+,,yes
2705,802141584,New Balance Blouse O-8789,Blouse,L,Зеленый,Нейлон,266947.0,3.65,605798.0,+,yes,no
3193,591256649,New Balance Blouse Q-6884,Blouse,XXL,Оранжевый,Шерсть,930750.0,2.96,132545.0,-,,
2239,623970113,New Balance Blouse T-1844,Blouse,XXL,Голубой,Шелк,953497.0,3.99,450243.0,-,no,no
2204,631052076,New Balance Blouse U-5909,Blouse,M,Красный,Кожа,629067.0,1.99,574167.0,-,,yes
1574,713007218,New Balance Blouse U-6174,Blouse,L,Фиолетовый,Лен,573153.0,1.11,496448.0,-,yes,
1563,900664771,New Balance Blouse X-3373,Blouse,XL,Синий,Нейлон,320801.0,2.76,192919.0,-,,no
2980,460102395,New Balance Blouse Z-3753,Blouse,XL,Оранжевый,Хлопок,288522.0,4.54,574608.0,,no,yes
538,785302602,New Balance Blouse Z-9402,Blouse,M,Желтый,Кожа,477115.0,3.3,280132.0,,yes,yes
299,994866308,New Balance Dress A-1813,Dress,XL,Голубой,Полиэстер,348447.0,3.89,556178.0,,,yes
95,495635334,New Balance Dress B-2001,Dress,XXL,Фиолетовый,Шелк,908421.0,1.95,932873.0,,no,no
129,329159039,New Balance Dress B-3901,Dress,XXL,Зеленый,Хлопок,781998.0,3.86,708040.0,,no,
3594,397746540,New Balance Dress D-7424,Dress,S,Фиолетовый,Полиэстер,611655.0,2.93,469854.0,,,
2938,213861569,New Balance Dress F-6730,Dress,L,Голубой,Шелк,249497.0,1.99,428742.0,-,yes,
3219,903393963,New Balance Dress G-9334,Dress,M,Фиолетовый,Хлопок,200931.0,3.88,818508.0,,,yes
1932,803828041,New Balance Dress I-4064,Dress,S,Зеленый,Вискоза,327955.0,1.46,484320.0,,,no
2345,250848462,New Balance Dress I-4438,Dress,S,Синий,Нейлон,400709.0,2.62,101805.0,-,,no
3353,231956277,New Balance Dress J-7198,Dress,XXL,Красный,Вискоза,722200.0,1.51,849304.0,,no,yes
2414,493468517,New Balance Dress J-9508,Dress,S,Зеленый,Вискоза,470391.0,2.54,634448.0,,no,yes
1936,915126963,New Balance Dress K-8629,Dress,XXL,Красный,Нейлон,991207.0,1.05,956336.0,-,yes,
2143,256903291,New Balance Dress N-1359,Dress,L,Желтый,Нейлон,524308.0,2.83,481162.0,,,no
171,106101817,New Balance Dress T-5515,Dress,M,Фиолетовый,Кожа,212394.0,4.72,66575.0,-,yes,
3402,498920402,New Balance Dress U-1489,Dress,L,Красный,Нейлон,198720.0,4.75,252678.0,,no,no
1756,309612510,New Balance Dress V-5121,Dress,L,Зеленый,Лен,859308.0,4.24,357849.0,,,yes
1640,980450945,New Balance Dress X-5255,Dress,L,Зеленый,Хлопок,222433.0,1.27,122759.0,-,,yes
811,343465500,New Balance Gloves C-8374,Gloves,XL,Желтый,Вискоза,684145.0,4.84,99371.0,,,no
203,200363832,New Balance Gloves C-9038,Gloves,L,Зеленый,Шерсть,308886.0,4.53,269845.0,,no,yes
1842,337884371,New Balance Gloves F-9576,Gloves,XXL,Фиолетовый,Полиэстер,607204.0,2.82,769023.0,,yes,yes
1743,210362302,New Balance Gloves G-8242,Gloves,L,Оранжевый,Вискоза,683128.0,1.0,954278.0,,,
3383,274468980,New Balance Gloves I-4772,Gloves,XL,Красный,Шерсть,935942.0,4.87,208832.0,,,no
2559,737625259,New Balance Gloves J-1122,Gloves,XL,Синий,Хлопок,666335.0,1.6,19789.0,,,
3103,916893550,New Balance Gloves L-2829,Gloves,L,Желтый,Полиэстер,121086.0,3.92,110141.0,-,no,no
1140,318778704,New Balance Gloves N-8675,Gloves,XL,Оранжевый,Шелк,743705.0,3.57,929659.0,,yes,yes
630,591962945,New Balance Gloves O-5123,Gloves,XL,Фиолетовый,Лен,462515.0,3.61,201793.0,+,yes,
1415,936608470,New Balance Gloves P-3022,Gloves,XXL,Зеленый,Нейлон,365235.0,3.43,338732.0,+,no,yes
3529,217381337,New Balance Gloves Q-1345,Gloves,XL,Красный,Хлопок,691178.0,2.1,799646.0,+,no,yes
527,549194162,New Balance Gloves R-4093,Gloves,L,Фиолетовый,Вискоза,794821.0,2.33,73272.0,,yes,
597,795806994,New Balance Gloves V-7246,Gloves,M,Голубой,Кожа,292701.0,2.06,21075.0,,yes,
