,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
982,55496,/upload/534956.svg,"6.0"" Toshiba 208GB",258526,2585,4x3.7,,,,,4431,
1665,55508,/upload/453352.jpg,"5.6"" Dell 48GB",233919,2339,,,4,AMOLED,,,15
94,55559,/upload/827954.webp,"6.5"" OCZ 256GB",344725,3447,,111,,OLED,2560x1366,2061,2
1517,55576,/upload/801898.jpeg,"6.5"" Samsung S21 256GB",343351,3433,,122,,OLED,,,13
307,55620,/upload/897400.jpg,"5.0"" iPhone 13 208GB",157681,1576,,47,,OLED,1024x1440,,
146,55707,/upload/8398.png,"7.4"" NVIDIA 176GB",342565,3425,6x2.3,82,,OLED,1600x1366,,
1012,55724,/upload/618244.png,"6.2"" Toshiba 176GB",457590,4575,,,4,,,4596,4
1969,55731,/upload/865504.jpg,"6.6"" Dell 64GB",11081,110,2x2.6,25,,OLED,,,
175,55816,/upload/488449.svg,"7.0"" MSI 112GB",384532,3845,6x1.1,,,IPS,2560x768,3147,7
296,55864,/upload/624475.webp,"6.5"" iPhone X 256GB",169220,1692,4x4.9,55,2,OLED,1366x1440,4791,
1450,55883,/upload/528250.png,"5.6"" Samsung Note 128GB",388655,3886,,23,1,,,3265,
1711,55913,/upload/181761.webp,"7.4"" Samsung 160GB",467232,4672,2x2.9,86,,IPS,2560x1440,,
1673,55913,/upload/724963.jpg,"6.4"" HGST 256GB",421559,4215,2x3.2,,4,OLED,,3780,
197,55950,/upload/194938.jpeg,"7.1"" iPhone X 192GB",184442,1844,8x4.0,100,3,,2560x1366,,3
2050,56122,/upload/900842.jpeg,"6.3"" Apple 160GB",120674,1206,,36,3,,2560x1080,2241,2
392,56150,/upload/929057.jpeg,"6.6"" iPhone X 112GB",406195,4061,,124,1,IPS,2560x1080,,9
906,56154,/upload/440216.webp,"6.1"" Texas Instruments 256GB",283065,2830,,,4,,1920x1366,7185,
2146,56173,/upload/529715.svg,"5.6"" Dell 240GB",235376,2353,8x2.6,93,1,,,4445,
544,56222,/upload/286291.jpg,"6.9"" ARM 240GB",192254,1922,,,2,AMOLED,2560x768,,9
183,56258,/upload/200506.png,"5.9"" Microsoft 224GB",53017,530,,65,,OLED,1024x768,5284,
1126,56292,/upload/355111.svg,"6.8"" Gigabyte 64GB",479545,4795,8x3.1,127,,,1366x1200,,
1764,56361,/upload/828104.svg,"6.2"" Toshiba 128GB",75894,758,,,,OLED,1366x1440,,
2139,56405,/upload/424500.jpeg,"5.9"" Qualcomm 224GB",210925,2109,2x3.6,45,,,1280x1366,2116,13
141,56408,/upload/989075.svg,"6.1"" ASUS 16GB",28800,288,6x4.1,128,,AMOLED,1600x1080,5439,13
746,56510,/upload/729027.jpg,"6.9"" Microsoft 208GB",489195,4891,,,1,,,2466,
137,56587,/upload/668748.png,"6.7"" Corsair 144GB",18548,185,8x3.5,,3,AMOLED,,7382,
55,56592,/upload/326106.svg,"6.7"" ASUS 176GB",448691,4486,8x3.2,75,,AMOLED,2560x1080,5066,3
2195,56643,/upload/425838.webp,"6.1"" SanDisk 208GB",436365,4363,2x3.2,111,2,AMOLED,,5770,
609,56769,/upload/257376.webp,"5.0"" Dell 256GB",228123,2281,8x4.7,21,4,,2560x768,,
1902,56772,/upload/54531.png,"6.5"" Seagate 112GB",165143,1651,,82,,,1600x768,,3
986,56858,/upload/553822.jpg,"5.6"" Huawei P 16GB",467804,4678,4x1.6,65,1,,,,
768,56906,/upload/37097.jpg,"5.2"" Seagate 16GB",69858,698,,97,1,,,2249,2
594,57039,/upload/280026.png,"5.2"" MSI 208GB",442148,4421,8x3.1,,,OLED,1600x1366,,6
569,57110,/upload/108131.jpeg,"7.4"" Broadcom 112GB",34626,346,,107,,AMOLED,1600x1080,3475,12
244,57142,/upload/632010.jpeg,"7.0"" Dell 128GB",133550,1335,8x2.8,51,,,2560x1440,,8
1599,57147,/upload/394071.svg,"6.8"" VIVO 96GB",118063,1180,6x1.0,78,,IPS,1600x1080,,11
2262,57152,/upload/70033.webp,"6.3"" Kingston 128GB",71301,713,6x3.1,,2,,,7578,3
1481,57160,/upload/625008.svg,"6.3"" Fujitsu 128GB",454960,4549,,45,1,,1600x1080,7404,7
171,57335,/upload/627719.webp,"6.7"" Lenovo 192GB",12608,126,2x3.2,54,,,1600x1080,,15
825,57375,/upload/770112.webp,"6.8"" Samsung Note 240GB",100216,1002,4x3.5,41,3,AMOLED,1280x2160,4326,7
1357,57436,/upload/516179.webp,"7.3"" Qualcomm 208GB",124772,1247,4x3.2,,3,OLED,,,
1950,57468,/upload/818382.jpeg,"5.6"" Acer 80GB",261170,2611,,,3,AMOLED,,7372,8
2121,57469,/upload/615499.jpg,"6.6"" Acer 96GB",420910,4209,2x4.0,73,3,IPS,1280x1440,6203,
1732,57476,/upload/735694.svg,"5.8"" Toshiba 192GB",20921,209,,46,,AMOLED,,2634,
1122,57523,/upload/932758.jpg,"5.9"" HTC 160GB",375429,3754,6x3.9,101,,AMOLED,1280x2160,,11
1325,57537,/upload/385314.webp,"7.4"" Seagate 240GB",175158,1751,,37,,,1024x768,,5
1185,57559,/upload/273118.jpeg,"5.7"" Fujitsu 176GB",378311,3783,8x4.4,73,1,,1024x1440,,16
272,57578,/upload/351020.jpg,"5.3"" ZTE 80GB",116266,1162,,88,2,,1366x2160,7524,10
268,57611,/upload/304541.jpg,"6.6"" Dell 64GB",346853,3468,6x3.0,66,,,,3753,
2225,57616,/upload/197358.svg,"5.3"" Gigabyte 224GB",414555,4145,2x2.6,21,2,,2560x1080,3875,9
1177,57675,/upload/712970.jpeg,"5.6"" OCZ 96GB",116934,1169,2x3.5,123,2,AMOLED,,2115,
2286,57715,/upload/124417.jpeg,"6.0"" iPhone X 112GB",316840,3168,6x3.3,104,4,IPS,1024x768,4365,
1001,57720,/upload/916121.webp,"6.5"" Asus 32GB",478862,4788,4x4.8,,,AMOLED,,4606,
727,57730,/upload/383033.webp,"6.6"" Intel 112GB",246328,2463,,110,2,,1280x1080,5376,10
2176,57735,/upload/726750.jpeg,"6.8"" Huawei P 176GB",42356,423,,61,4,OLED,,,
1259,57735,/upload/302870.svg,"6.9"" Intel 128GB",402929,4029,,85,2,IPS,,,
1016,57800,/upload/620137.webp,"6.9"" Gigabyte 112GB",433899,4338,8x4.4,74,,OLED,,,13
1994,57827,/upload/769728.webp,"6.3"" ARM 176GB",142804,1428,6x1.9,106,1,OLED,1920x1440,3922,
910,57846,/upload/670521.png,"6.1"" Western Digital 192GB",176421,1764,,113,,IPS,,4370,
64,57872,/upload/836776.webp,"6.9"" iPhone 13 96GB",385659,3856,,21,1,,,,
215,57882,/upload/101530.png,"6.1"" PNY 224GB",316945,3169,4x1.2,70,,IPS,,2226,
1937,57933,/upload/125130.jpg,"7.4"" Silicon Power 48GB",253723,2537,,44,,,1600x1080,,
1435,57973,/upload/550231.jpg,"6.4"" Toshiba 128GB",394059,3940,,28,,OLED,,4684,6
457,58067,/upload/847957.jpeg,"5.8"" Apple 192GB",290644,2906,,127,2,OLED,1920x1440,,7
929,58199,/upload/964597.webp,"6.7"" Sony 224GB",251791,2517,8x3.7,28,1,,2560x1200,7971,
824,58247,/upload/916672.jpg,"7.2"" Corsair 64GB",408239,4082,6x1.8,44,,OLED,1024x2160,7603,
1130,58248,/upload/449.png,"6.2"" Dell 208GB",297752,2977,2x2.5,39,,OLED,1600x1366,6555,9
653,58320,/upload/6736.jpeg,"7.0"" IBM 128GB",202258,2022,,34,2,,1280x1440,,
1810,58340,/upload/11309.jpg,"5.3"" Acer 112GB",199927,1999,8x4.4,46,4,IPS,,2086,7
769,58348,/upload/193211.jpeg,"6.1"" Seagate 176GB",425105,4251,,114,1,IPS,,4502,2
770,58378,/upload/173908.png,"7.0"" Gigabyte 48GB",161618,1616,2x1.7,44,3,OLED,1024x2160,3727,
819,58532,/upload/547082.jpeg,"7.5"" VIVO 96GB",235901,2359,4x4.0,74,,OLED,,,6
967,58565,/upload/214905.jpeg,"6.6"" Blackberry 16GB",426589,4265,,75,,OLED,,3677,
391,58583,/upload/849545.png,"5.0"" ASUS 176GB",340059,3400,,,3,OLED,1366x768,7116,14
1573,58619,/upload/203904.jpg,"7.0"" Seagate 240GB",379215,3792,8x4.7,122,,,1366x1366,7586,
99,58783,/upload/406584.jpeg,"6.7"" Gigabyte 192GB",299082,2990,,107,,,1366x1200,5085,
45,58792,/upload/23618.webp,"7.3"" Xiaomi Mi 64GB",84671,846,,21,4,IPS,1366x1200,,
1788,58823,/upload/909318.svg,"6.1"" iPhone 13 224GB",110381,1103,,109,,IPS,,6901,7
1695,58894,/upload/318664.jpeg,"6.9"" Motorola 80GB",426102,4261,8x1.3,128,,OLED,1600x768,,
1354,58977,/upload/11691.jpeg,"5.3"" ARM 64GB",287849,2878,8x5.0,30,,,,7164,
748,59038,/upload/935895.jpeg,"5.1"" VIVO 208GB",289213,2892,4x4.8,,2,OLED,1280x1200,,12
299,59061,/upload/268512.jpg,"6.3"" OCZ 256GB",190248,1902,,,,AMOLED,1366x2160,2428,6
2114,59069,/upload/812053.webp,"6.0"" ZTE 96GB",465562,4655,,127,2,,,,8
575,59132,/upload/929570.png,"5.7"" Apple 112GB",198800,1988,,122,4,AMOLED,1024x1200,2015,7
538,59147,/upload/842515.svg,"7.3"" Dell 256GB",232752,2327,2x1.0,126,,AMOLED,1024x1200,,16
469,59149,/upload/936386.webp,"6.8"" Lenovo 16GB",308742,3087,6x5.0,,2,IPS,,4680,
2279,59153,/upload/472844.jpeg,"6.5"" OCZ 208GB",194398,1943,,,3,IPS,,5831,16
483,59214,/upload/529004.jpeg,"7.1"" Seagate 224GB",499545,4995,4x1.7,,,OLED,2560x1366,3027,7
675,59310,/upload/384694.png,"5.8"" ASUS 208GB",467481,4674,2x1.7,,1,,2560x1366,,10
1813,59392,/upload/902050.png,"6.7"" Apple 48GB",476350,4763,,39,,IPS,2560x2160,,
595,59410,/upload/291661.webp,"5.1"" Samsung Note 48GB",293176,2931,,,2,,,7787,5
1583,59441,/upload/793224.jpg,"5.3"" Marvell 224GB",291916,2919,,,3,OLED,2560x768,3171,
2122,59455,/upload/835503.webp,"5.8"" IBM 128GB",69313,693,,123,4,,2560x1440,2753,2
1107,59511,/upload/826042.svg,"6.3"" Intel 16GB",206562,2065,4x5.0,,2,IPS,1024x768,2142,
439,59548,/upload/565687.jpg,"7.2"" SanDisk 112GB",23852,238,,70,4,IPS,,,10
1193,59565,/upload/170864.jpeg,"5.4"" Alcatel 176GB",227082,2270,2x2.7,99,4,OLED,1600x768,,
1058,59573,/upload/79269.jpeg,"6.1"" HGST 32GB",440788,4407,,112,3,IPS,1366x1366,,8
1206,59585,/upload/466133.jpeg,"6.7"" Fujitsu 96GB",167074,1670,6x2.8,119,,AMOLED,,3341,3
1620,59619,/upload/461798.svg,"6.2"" Sony 96GB",59058,590,6x2.8,69,,,,3653,5
1321,59633,/upload/788634.png,"7.1"" iPhone 12 208GB",453723,4537,,59,2,IPS,2560x1366,,6
2181,59636,/upload/812065.png,"7.1"" Hewlett-Packard 160GB",352455,3524,4x3.5,,,,2560x2160,6892,
1445,59657,/upload/422809.jpg,"5.0"" HTC 64GB",51626,516,8x3.6,,4,,1366x1440,7327,2
1553,59658,/upload/592685.jpg,"7.2"" Xilinx 144GB",155301,1553,4x1.6,60,,OLED,1280x768,3485,
1131,59661,/upload/883595.jpeg,"6.1"" Micron 176GB",36386,363,,71,1,AMOLED,2560x768,3544,
774,59673,/upload/315185.svg,"6.2"" iPhone X 208GB",495737,4957,2x1.3,,,OLED,,2481,
567,59719,/upload/406389.svg,"5.2"" Plextor 48GB",396323,3963,2x2.4,64,1,,,4223,
917,59739,/upload/754112.svg,"6.0"" MSI 64GB",351396,3513,4x4.8,32,,AMOLED,,2819,16
1970,59755,/upload/567736.png,"5.3"" ZTE 80GB",302273,3022,,41,1,,,7350,7
1991,59772,/upload/627430.jpg,"5.9"" Motorola 80GB",304078,3040,8x1.1,77,,IPS,1600x768,3411,2
1529,59834,/upload/428469.jpg,"6.5"" ZTE 208GB",175169,1751,,125,,,2560x1440,7443,11
1069,59870,/upload/921965.jpg,"6.3"" LG 144GB",186875,1868,,,3,IPS,,4199,
1794,59891,/upload/44999.svg,"5.3"" Micron 64GB",333791,3337,,,,OLED,2560x1200,5531,
1123,59906,/upload/60393.jpg,"5.9"" Marvell 112GB",478460,4784,8x4.1,,3,OLED,1024x1366,3271,10
1382,59948,/upload/328633.webp,"6.1"" Xiaomi Mi 240GB",246093,2460,8x1.5,128,4,OLED,1920x1200,,
396,59965,/upload/626778.png,"5.1"" iPhone X 112GB",380360,3803,4x2.9,,3,IPS,,7079,12
1459,60071,/upload/341051.jpg,"5.5"" Broadcom 224GB",289662,2896,4x2.0,,1,AMOLED,,6151,2
203,60080,/upload/96255.jpg,"7.3"" LaCie 240GB",441595,4415,8x1.4,50,1,,2560x768,7299,9
990,60105,/upload/263101.jpg,"6.5"" Seagate 144GB",287349,2873,,94,3,OLED,1280x1366,6930,15
510,60110,/upload/977740.jpg,"6.1"" Apple 176GB",236953,2369,2x3.7,,,OLED,1600x1440,7636,
2328,60113,/upload/56088.png,"6.5"" Microsoft 48GB",129990,1299,4x4.2,,4,OLED,,,13
731,60142,/upload/987437.jpeg,"6.5"" Google Pixel 64GB",422651,4226,4x3.6,70,3,,1920x1080,,
1872,60163,/upload/194732.jpg,"7.0"" ADATA 240GB",18883,188,,,4,,,,2
630,60206,/upload/149322.svg,"7.1"" LaCie 240GB",482592,4825,6x4.0,116,3,AMOLED,,,9
936,60304,/upload/154470.jpg,"5.5"" Seagate 112GB",405895,4058,8x1.1,83,2,OLED,,6345,3
2173,60358,/upload/931709.jpeg,"5.1"" Toshiba 128GB",449041,4490,2x1.9,103,4,,,3109,
428,60369,/upload/446462.svg,"5.4"" Western Digital 144GB",178418,1784,2x3.1,,,,,,16
2172,60375,/upload/456370.jpeg,"7.4"" NVIDIA 32GB",209683,2096,8x1.3,71,,,,,5
340,60414,/upload/972256.webp,"7.5"" Microsoft 192GB",491680,4916,,124,4,AMOLED,,,
92,60430,/upload/457137.svg,"6.6"" Samsung Note 16GB",435283,4352,,,,,,,
791,60520,/upload/44686.jpg,"6.5"" OPPO 64GB",431677,4316,8x4.6,68,,IPS,1366x1440,2416,
73,60525,/upload/968767.jpg,"7.0"" LaCie 240GB",294853,2948,,,1,,,,
1400,60545,/upload/442920.png,"7.1"" Alcatel 192GB",188358,1883,,,4,OLED,1366x1440,,15
1191,60545,/upload/822236.jpeg,"5.5"" Micron 256GB",95414,954,4x3.2,,1,,1280x1200,7775,
2021,60561,/upload/523007.webp,"5.6"" Apple 224GB",255718,2557,8x1.0,24,3,,,7156,6
2031,60636,/upload/103498.png,"6.2"" PNY 176GB",481594,4815,2x1.5,65,,OLED,1600x1080,5413,9
1410,60645,/upload/908280.jpeg,"6.9"" OPPO 208GB",417885,4178,8x3.2,66,2,,1366x2160,3611,5
897,60671,/upload/954323.jpeg,"5.3"" Gigabyte 16GB",291256,2912,4x1.0,,3,OLED,,2002,8
1213,60673,/upload/427968.webp,"5.5"" Microsoft 48GB",448212,4482,6x4.1,,,OLED,1366x1080,7012,15
1366,60759,/upload/761599.png,"6.7"" Huawei P 16GB",207538,2075,4x1.2,,2,,,2950,
540,60772,/upload/91121.png,"5.3"" ADATA 16GB",226458,2264,,,,OLED,1366x1366,,12
932,60788,/upload/547726.webp,"5.3"" Samsung 144GB",428261,4282,6x1.4,125,2,AMOLED,2560x1080,4163,
470,60819,/upload/727875.svg,"6.9"" Sony 112GB",166982,1669,4x1.2,119,1,,2560x1200,5178,4
2124,60894,/upload/281250.jpeg,"6.4"" Acer 16GB",65381,653,4x5.0,19,,AMOLED,1024x1440,,5
1347,60912,/upload/286228.jpg,"5.6"" Lenovo 224GB",187043,1870,,32,,OLED,1920x768,2458,
2028,60951,/upload/979608.jpg,"5.9"" Huawei P 112GB",498909,4989,2x3.9,,,,1280x1080,6307,
309,60970,/upload/49995.svg,"6.8"" Acer 32GB",130685,1306,,,2,OLED,1024x1080,5635,
1392,61015,/upload/296780.jpg,"5.3"" LaCie 160GB",281911,2819,,109,2,,1024x1440,4065,
1618,61031,/upload/835954.png,"7.0"" Motorola 240GB",319450,3194,,,,OLED,,5537,13
2026,61040,/upload/930083.jpeg,"6.6"" PNY 128GB",120478,1204,,111,2,,1920x768,,7
359,61041,/upload/36297.svg,"5.8"" Kingston 80GB",240760,2407,,96,,IPS,,3634,6
1253,61154,/upload/103650.png,"6.5"" Fujitsu 208GB",446892,4468,,115,3,AMOLED,1600x1080,3242,4
606,61218,/upload/619013.webp,"5.1"" Hewlett-Packard 144GB",236093,2360,6x3.2,33,3,OLED,1366x1080,,
2252,61230,/upload/998187.svg,"5.6"" MSI 208GB",368436,3684,,18,4,IPS,1024x1200,,7
1548,61247,/upload/289856.jpeg,"5.1"" LaCie 112GB",26075,260,,,4,,,2650,
25,61293,/upload/825485.jpg,"5.7"" MSI 32GB",88737,887,,,2,AMOLED,1366x1366,6992,
1691,61321,/upload/281752.jpeg,"7.4"" Xilinx 64GB",255173,2551,2x2.5,64,4,OLED,2560x2160,,
1178,61322,/upload/717568.jpg,"7.4"" Micron 160GB",494292,4942,4x4.3,103,2,AMOLED,,6647,14
1503,61380,/upload/228787.webp,"6.9"" Texas Instruments 144GB",101624,1016,4x2.8,,,OLED,,,4
218,61392,/upload/908003.jpeg,"6.6"" Dell 224GB",86413,864,6x2.0,127,4,,1366x1200,,
29,61419,/upload/638354.png,"6.2"" Broadcom 80GB",152980,1529,8x3.4,,,AMOLED,2560x768,6966,4
486,61421,/upload/528191.png,"7.4"" Microsoft 176GB",484543,4845,8x4.8,80,,,1920x1366,4820,9
189,61437,/upload/945012.svg,"7.1"" iPhone X 224GB",272781,2727,,,,IPS,1920x1366,,
788,61459,/upload/356809.webp,"6.2"" IBM 160GB",32781,327,8x1.7,91,3,IPS,2560x1200,,8
977,61496,/upload/765613.png,"5.4"" ARM 112GB",436177,4361,6x1.4,30,,AMOLED,1920x1366,,12
1020,61631,/upload/156642.svg,"6.8"" Kingston 128GB",83904,839,,33,2,OLED,1366x768,,
1898,61715,/upload/147453.svg,"5.6"" iPhone 12 160GB",148862,1488,8x3.7,,3,AMOLED,1600x1440,4676,
1710,61866,/upload/848852.jpg,"5.3"" Qualcomm 176GB",46912,469,6x3.9,,,,1024x768,,9
1333,61883,/upload/303947.png,"6.4"" LG 112GB",362634,3626,4x4.3,117,,OLED,,3563,
1949,61901,/upload/910253.jpeg,"6.8"" Nokia 208GB",231835,2318,6x3.2,,,IPS,1920x768,5294,4
880,61959,/upload/485961.png,"5.9"" Nokia 256GB",490416,4904,4x3.7,,2,,,,
2044,61969,/upload/866290.png,"6.0"" Hewlett-Packard 48GB",320582,3205,8x2.4,76,1,,1600x2160,7967,
1761,61972,/upload/563204.jpg,"5.9"" Broadcom 144GB",81218,812,8x1.0,,1,IPS,1600x768,,16
528,62008,/upload/358028.webp,"6.9"" MSI 144GB",482139,4821,8x4.4,120,,,,,10
2287,62015,/upload/571527.png,"6.6"" IBM 80GB",31497,314,2x4.4,83,,,1600x1080,2444,
587,62048,/upload/134606.webp,"6.5"" Samsung Note 112GB",372085,3720,,45,2,OLED,1024x1440,,
691,62106,/upload/652702.svg,"5.8"" Transcend 160GB",317261,3172,,95,3,,2560x2160,4519,5
1995,62111,/upload/605337.svg,"5.3"" Samsung Note 48GB",200723,2007,,,3,OLED,1366x1080,,9
1930,62236,/upload/182293.jpg,"6.4"" Fujitsu 160GB",273594,2735,,30,1,OLED,,,
1228,62346,/upload/904209.png,"7.5"" Corsair 16GB",496078,4960,,,4,AMOLED,1366x2160,5275,
1119,62377,/upload/306609.png,"7.1"" Alcatel 160GB",330295,3302,,,1,,1920x768,3634,5
513,62379,/upload/519042.jpeg,"7.5"" Lenovo 176GB",384475,3844,,54,4,IPS,1280x2160,,
1874,62442,/upload/226947.svg,"6.8"" iPhone 13 240GB",431957,4319,,28,2,AMOLED,,2911,5
1257,62485,/upload/348032.jpg,"7.3"" SanDisk 128GB",194131,1941,2x4.9,33,2,IPS,1280x1080,,8
1602,62593,/upload/907927.jpeg,"6.5"" ADATA 160GB",294552,2945,2x4.2,,2,,,2498,16
1705,62594,/upload/33261.svg,"6.9"" MSI 48GB",369498,3694,,41,1,,1920x768,3625,
2296,62609,/upload/254161.jpeg,"6.1"" Xiaomi Mi 112GB",297042,2970,,25,,OLED,,3339,
777,62652,/upload/830084.png,"7.3"" Toshiba 256GB",240361,2403,8x1.2,80,2,,,,
2309,62667,/upload/909700.jpeg,"6.3"" Plextor 256GB",346409,3464,6x1.9,91,,OLED,,,9
914,62704,/upload/622983.jpg,"7.1"" Toshiba 96GB",40675,406,4x1.2,81,,IPS,2560x1440,2366,
1065,62724,/upload/798562.jpg,"6.2"" Google Pixel 160GB",145850,1458,4x3.5,52,4,AMOLED,,,2
1040,62730,/upload/311378.jpeg,"5.5"" Qualcomm 16GB",446629,4466,,26,,IPS,,,16
1045,62762,/upload/306608.svg,"5.2"" LG 160GB",251768,2517,,,4,,,,
2202,62836,/upload/704994.jpeg,"6.0"" Lenovo 224GB",290959,2909,,77,3,,1024x1366,4293,
1926,62891,/upload/486446.jpg,"5.9"" Xiaomi Mi 160GB",217931,2179,4x4.2,,4,AMOLED,2560x1366,2373,
590,62937,/upload/123184.svg,"5.3"" iPhone 13 32GB",311563,3115,2x1.6,69,,AMOLED,,,10
93,62966,/upload/407454.png,"5.7"" PNY 96GB",464575,4645,,51,3,,1024x2160,,
1132,62971,/upload/633024.webp,"6.8"" iPhone X 96GB",432538,4325,,,4,AMOLED,1600x2160,2172,13
230,63001,/upload/329688.svg,"6.6"" IBM 192GB",322871,3228,4x2.7,,2,AMOLED,,4721,10
2104,63061,/upload/693337.webp,"6.3"" Toshiba 160GB",201817,2018,4x1.7,46,2,OLED,,5596,2
1957,63096,/upload/154601.svg,"6.9"" Qualcomm 96GB",31128,311,6x2.0,46,3,OLED,,4214,16
790,63131,/upload/618630.webp,"5.8"" Apple 48GB",79568,795,,40,4,OLED,,,
535,63140,/upload/477912.png,"7.4"" Samsung Note 176GB",118638,1186,,102,3,,1600x1200,,3
1026,63146,/upload/91418.webp,"7.2"" Silicon Power 160GB",225020,2250,8x5.0,78,1,AMOLED,1280x1440,,6
600,63150,/upload/547886.jpeg,"6.5"" SanDisk 192GB",118942,1189,4x1.8,74,4,,1920x1366,5232,3
356,63157,/upload/884969.svg,"6.0"" HTC 80GB",61194,611,6x4.7,126,3,AMOLED,,4724,12
1823,63184,/upload/233740.jpg,"7.2"" iPhone 13 32GB",301881,3018,6x3.5,115,,IPS,1280x1366,4419,
1975,63244,/upload/46227.svg,"6.9"" Samsung Note 96GB",465524,4655,,69,4,,1024x1440,,3
1030,63254,/upload/319584.webp,"5.4"" Samsung Note 224GB",363554,3635,,100,3,AMOLED,,,4
199,63293,/upload/667294.svg,"6.9"" Lenovo 176GB",389655,3896,,42,1,IPS,1024x768,2391,
988,63412,/upload/954353.svg,"6.1"" Toshiba 96GB",55528,555,6x4.2,116,,OLED,1366x768,,15
1299,63418,/upload/173225.jpeg,"5.8"" Dell 192GB",315512,3155,8x3.7,102,,,1366x2160,,10
901,63423,/upload/706574.svg,"7.5"" Micron 64GB",53440,534,,,4,OLED,1366x1440,,
2269,63489,/upload/121709.png,"5.8"" ASUS 144GB",460853,4608,4x4.2,23,,,,2464,
32,63525,/upload/202514.jpeg,"6.5"" Silicon Power 192GB",477803,4778,,,2,OLED,1024x1366,,2
509,63563,/upload/102985.jpg,"5.8"" Toshiba 176GB",102963,1029,6x1.0,,,IPS,,6053,9
316,63605,/upload/752016.jpeg,"6.1"" iPhone 13 256GB",22789,227,,117,,,1024x1200,,6
2320,63718,/upload/492287.svg,"5.2"" Huawei P 144GB",409179,4091,,106,3,,1920x2160,6601,
2277,63768,/upload/413106.jpeg,"5.9"" iPhone X 192GB",496301,4963,,,4,IPS,,3432,13
871,63926,/upload/949012.webp,"5.9"" Toshiba 80GB",467139,4671,,,,IPS,1366x1080,3248,
245,63941,/upload/85462.jpeg,"6.7"" ASUS 96GB",360620,3606,,,,,,,
934,63947,/upload/432937.jpeg,"7.4"" Xiaomi Mi 112GB",441874,4418,4x1.8,114,3,OLED,1280x1200,3545,
1766,64008,/upload/303891.jpg,"6.5"" Microsoft 128GB",43314,433,8x2.0,50,,AMOLED,1024x768,3728,6
232,64011,/upload/248977.svg,"6.8"" Marvell 112GB",352686,3526,,,,,2560x1080,,14
49,64051,/upload/304648.png,"6.8"" Silicon Power 256GB",285233,2852,,113,,AMOLED,,,
306,64071,/upload/881702.png,"6.5"" Acer 192GB",17704,177,2x1.6,,,IPS,1024x1440,,
1806,64097,/upload/96480.svg,"5.6"" Dell 128GB",419739,4197,2x3.0,,2,,1600x1366,,16
2096,64131,/upload/569335.svg,"5.6"" Dell 224GB",443816,4438,6x1.8,71,3,,,7965,
1663,64139,/upload/444542.png,"7.0"" ADATA 240GB",158951,1589,2x3.6,65,4,OLED,,5858,14
1005,64149,/upload/458356.svg,"6.2"" MSI 144GB",412238,4122,,,4,AMOLED,2560x1200,,
482,64165,/upload/228662.jpeg,"6.2"" Dell 224GB",116561,1165,6x2.0,60,2,,2560x768,6688,9
2058,64177,/upload/207829.svg,"7.4"" Dell 160GB",21400,214,6x1.4,67,2,AMOLED,,,11
1675,64178,/upload/788891.svg,"6.8"" Sony 144GB",133713,1337,,,1,AMOLED,1280x2160,,
2267,64313,/upload/539428.webp,"6.9"" Nokia 96GB",227344,2273,8x3.2,110,4,IPS,1024x1440,,16
1519,64382,/upload/890377.jpeg,"5.1"" Broadcom 96GB",288089,2880,4x4.6,,1,IPS,1600x1366,,16
59,64396,/upload/272748.svg,"7.5"" Plextor 192GB",41340,413,8x1.7,,4,IPS,,6885,15
1574,64433,/upload/252799.jpg,"7.4"" Plextor 16GB",327600,3276,4x4.4,32,,OLED,1280x1080,4356,10
249,64450,/upload/122494.svg,"5.3"" NVIDIA 112GB",485028,4850,,35,,,,3720,15
650,64464,/upload/622744.jpg,"5.9"" Toshiba 112GB",203169,2031,8x2.8,,3,,,6253,3
1802,64467,/upload/239401.png,"7.5"" Kingston 256GB",386040,3860,,122,4,,1600x1080,2788,8
775,64622,/upload/566098.jpeg,"6.5"" Microsoft 256GB",456438,4564,4x1.5,,,AMOLED,1280x768,7982,11
1935,64659,/upload/166746.jpg,"7.1"" Samsung 256GB",285212,2852,4x4.2,44,1,,1366x1200,3446,4
148,64665,/upload/363710.svg,"5.2"" Silicon Power 160GB",81786,817,,64,4,,1920x1366,,9
2210,64711,/upload/503048.png,"5.3"" iPhone X 176GB",385836,3858,6x3.2,61,4,,1280x768,6116,16
216,64740,/upload/133508.jpg,"5.8"" LG 208GB",298852,2988,,,,AMOLED,,,
2168,64783,/upload/853558.jpeg,"5.2"" Xilinx 128GB",136432,1364,8x1.8,116,,AMOLED,,5170,
1236,64789,/upload/571974.png,"5.1"" MSI 176GB",264016,2640,4x4.7,69,,AMOLED,1280x2160,6462,10
190,64863,/upload/62164.svg,"6.0"" Nokia 160GB",237308,2373,,23,2,IPS,1600x1440,3784,5
1461,64884,/upload/693253.jpg,"5.8"" Asus 192GB",131001,1310,8x2.8,109,4,IPS,,2659,2
113,64887,/upload/392076.png,"5.8"" Alcatel 160GB",225786,2257,8x2.6,,4,IPS,1280x1366,6591,
354,64941,/upload/478801.jpeg,"5.3"" LaCie 192GB",211704,2117,,101,1,OLED,2560x1080,,15
645,64993,/upload/525747.jpg,"5.3"" Acer 64GB",440330,4403,,123,1,AMOLED,1366x2160,2202,
