,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
823,89097,/upload/509772.webp,"6.5"" Samsung Note 80GB",79954,799,2x3.6,74,,,1920x2160,3805,
824,58247,/upload/916672.jpg,"7.2"" Corsair 64GB",408239,4082,6x1.8,44,,OLED,1024x2160,7603,
825,57375,/upload/770112.webp,"6.8"" Samsung Note 240GB",100216,1002,4x3.5,41,3,AMOLED,1280x2160,4326,7
826,53570,/upload/59314.svg,"5.5"" Fujitsu 160GB",272225,2722,6x4.2,84,,,1600x2160,6172,14
827,32325,/upload/306567.webp,"5.3"" HGST 64GB",324146,3241,6x1.4,106,,,1600x1440,,
828,93512,/upload/368957.jpg,"5.3"" AMD 208GB",103840,1038,2x4.8,,4,AMOLED,,6193,
830,87187,/upload/676993.webp,"5.6"" Micron 48GB",38861,388,6x3.4,56,,,,6580,7
831,13869,/upload/871723.svg,"5.5"" HGST 192GB",426597,4265,2x4.8,,1,IPS,,,3
832,95534,/upload/931422.jpeg,"5.7"" Samsung 208GB",202178,2021,2x4.5,85,,AMOLED,,5427,7
833,87002,/upload/737289.jpeg,"6.0"" Dell 208GB",387708,3877,8x4.4,64,3,,,4498,5
834,44764,/upload/161724.jpg,"7.3"" Broadcom 48GB",78222,782,4x2.4,38,2,OLED,,,16
836,84630,/upload/735133.svg,"6.8"" Kingston 48GB",367463,3674,8x2.4,117,,,2560x1080,6967,
837,30989,/upload/756291.jpeg,"6.3"" Asus 32GB",153604,1536,6x4.9,68,4,,,,10
839,48197,/upload/144045.jpg,"5.0"" SanDisk 144GB",109375,1093,4x3.1,50,,OLED,1920x2160,4835,14
840,74677,/upload/776500.jpg,"6.7"" Samsung 256GB",475753,4757,6x1.3,,1,IPS,,,
841,23449,/upload/864510.webp,"5.1"" Apple 144GB",350529,3505,4x4.8,125,4,,1366x768,,
842,13256,/upload/554004.jpeg,"7.2"" Asus 208GB",353317,3533,4x3.6,122,4,AMOLED,,2393,
844,24098,/upload/881342.svg,"6.1"" ZTE 128GB",238698,2386,4x4.9,118,1,AMOLED,1600x1366,6621,
847,95088,/upload/794047.jpg,"5.8"" Broadcom 112GB",367551,3675,4x1.3,128,3,OLED,1280x2160,,
848,40323,/upload/571307.png,"6.4"" Marvell 224GB",39444,394,2x3.7,,,OLED,1280x1200,,6
851,46033,/upload/737973.jpg,"7.4"" Broadcom 128GB",46687,466,8x2.7,51,,,,4636,6
852,94519,/upload/725360.png,"6.1"" Toshiba 48GB",249631,2496,6x4.1,,3,OLED,,2834,2
853,23199,/upload/677884.svg,"6.3"" Lenovo 112GB",402250,4022,6x2.7,89,,IPS,1600x2160,,14
854,40154,/upload/643483.jpg,"6.6"" Seagate 48GB",34869,348,4x4.2,65,2,,1280x768,6561,
855,22362,/upload/107450.jpeg,"7.2"" Huawei P 144GB",35421,354,8x3.3,30,2,IPS,,,
856,29113,/upload/592427.webp,"6.4"" OPPO 16GB",279107,2791,4x2.3,95,1,,1920x1366,7597,7
857,44762,/upload/665101.svg,"7.0"" NVIDIA 224GB",309433,3094,2x4.2,102,1,AMOLED,2560x1366,,16
858,52977,/upload/988781.svg,"5.8"" Nokia 48GB",365691,3656,4x4.3,16,1,,,,
859,50580,/upload/369227.png,"6.5"" Google Pixel 160GB",96027,960,2x3.5,,3,,,4233,
860,45690,/upload/383773.jpg,"5.6"" Samsung S21 256GB",73737,737,6x3.2,,,OLED,1024x768,6725,
861,65485,/upload/395101.webp,"5.7"" Corsair 80GB",430694,4306,2x3.0,114,,,,4552,
862,13405,/upload/400714.png,"5.8"" Xiaomi Mi 16GB",193000,1930,8x2.8,60,4,,,4832,7
863,50376,/upload/17191.png,"6.2"" Asus 48GB",415522,4155,4x1.9,,1,,2560x768,6573,14
865,40600,/upload/142006.webp,"5.6"" OCZ 192GB",346674,3466,6x4.2,,2,IPS,,4464,5
866,83069,/upload/746965.svg,"6.8"" Blackberry 48GB",23527,235,4x4.2,,1,IPS,1920x1440,,9
867,20042,/upload/776177.jpg,"7.1"" VIVO 96GB",237561,2375,2x3.9,31,3,AMOLED,2560x1366,5283,
868,74650,/upload/37831.png,"5.9"" Transcend 144GB",132944,1329,6x4.6,64,1,OLED,,2477,15
869,53032,/upload/51023.jpg,"6.2"" Gigabyte 144GB",237758,2377,2x2.4,47,1,IPS,,5735,2
870,86550,/upload/656048.webp,"7.0"" ADATA 176GB",368745,3687,8x4.0,,1,IPS,1366x1440,7962,8
873,13295,/upload/572876.jpeg,"5.8"" LaCie 208GB",392592,3925,6x1.1,22,,OLED,,,7
876,79496,/upload/936938.png,"6.3"" MSI 48GB",449559,4495,2x1.3,,,,1600x1440,2087,
877,53523,/upload/735138.png,"6.3"" Huawei P 96GB",159724,1597,6x1.8,121,,OLED,,5991,5
880,61959,/upload/485961.png,"5.9"" Nokia 256GB",490416,4904,4x3.7,,2,,,,
881,36811,/upload/104680.jpeg,"5.8"" iPhone 12 192GB",421885,4218,2x4.3,,,IPS,,6727,15
883,99027,/upload/656002.png,"6.0"" Kingston 192GB",242219,2422,2x2.3,125,1,AMOLED,,2560,3
884,70312,/upload/820385.jpg,"5.3"" LaCie 192GB",230645,2306,2x4.2,115,1,AMOLED,,5386,6
886,67357,/upload/269382.png,"6.2"" ZTE 96GB",234878,2348,4x1.6,111,3,IPS,1280x1200,,5
889,43534,/upload/371564.jpeg,"5.6"" Broadcom 224GB",11348,113,4x5.0,,,IPS,1024x1366,4973,
891,19328,/upload/489565.jpeg,"7.4"" Google Pixel 48GB",284370,2843,4x1.8,32,,,,,2
892,20095,/upload/101109.svg,"7.1"" PNY 240GB",322656,3226,4x2.4,39,,OLED,1600x768,,
894,80499,/upload/793923.webp,"6.7"" AMD 208GB",302703,3027,8x3.8,,2,,1024x1080,7296,11
895,99291,/upload/63364.jpg,"5.4"" Asus 16GB",95673,956,6x3.1,,2,IPS,,4712,7
896,65743,/upload/65930.jpg,"6.5"" ARM 208GB",469930,4699,4x4.2,,2,,,7380,
897,60671,/upload/954323.jpeg,"5.3"" Gigabyte 16GB",291256,2912,4x1.0,,3,OLED,,2002,8
898,72412,/upload/832525.webp,"5.1"" Xiaomi Mi 80GB",216745,2167,2x1.3,23,3,,,3423,
902,18321,/upload/261990.svg,"5.7"" Asus 64GB",217601,2176,2x3.0,20,4,,1920x2160,,9
903,97102,/upload/16157.jpg,"6.9"" Sony 32GB",367369,3673,4x1.1,102,3,OLED,1600x768,,14
904,22914,/upload/422062.png,"6.7"" Texas Instruments 96GB",76712,767,8x1.5,,1,OLED,,7870,7
905,76271,/upload/60542.png,"5.5"" Western Digital 176GB",169661,1696,6x2.2,,2,,1366x1200,,16
913,83941,/upload/538652.png,"6.7"" OPPO 80GB",177319,1773,4x2.3,86,2,,2560x1080,,13
914,62704,/upload/622983.jpg,"7.1"" Toshiba 96GB",40675,406,4x1.2,81,,IPS,2560x1440,2366,
915,94832,/upload/844568.jpeg,"5.7"" Toshiba 32GB",261448,2614,2x3.0,,2,,1600x1366,7832,
916,95786,/upload/608120.webp,"7.5"" LaCie 160GB",429990,4299,4x2.3,,1,,1920x1080,,14
917,59739,/upload/754112.svg,"6.0"" MSI 64GB",351396,3513,4x4.8,32,,AMOLED,,2819,16
918,52813,/upload/228360.jpeg,"6.6"" ZTE 160GB",396375,3963,4x3.5,,,AMOLED,2560x1200,7379,2
920,86835,/upload/232432.webp,"6.0"" iPhone 13 192GB",474621,4746,8x4.7,,2,OLED,1920x1366,2596,
921,81079,/upload/141455.jpg,"6.2"" Marvell 32GB",383667,3836,4x3.5,,2,IPS,1600x2160,,12
922,48378,/upload/917037.jpg,"6.3"" Toshiba 192GB",135746,1357,4x4.5,,1,,1366x1366,4380,9
924,74832,/upload/912335.png,"5.4"" IBM 112GB",34289,342,2x4.4,76,,,1024x768,7157,
925,31858,/upload/271473.webp,"6.8"" ADATA 16GB",241342,2413,2x4.2,,,OLED,1366x1080,6691,
926,32775,/upload/342263.svg,"5.3"" Sony 144GB",265565,2655,6x4.9,,,IPS,,,15
929,58199,/upload/964597.webp,"6.7"" Sony 224GB",251791,2517,8x3.7,28,1,,2560x1200,7971,
931,37205,/upload/764387.png,"6.8"" NVIDIA 192GB",450047,4500,8x1.2,,2,,1600x2160,,
932,60788,/upload/547726.webp,"5.3"" Samsung 144GB",428261,4282,6x1.4,125,2,AMOLED,2560x1080,4163,
933,11367,/upload/608480.jpg,"5.7"" Silicon Power 32GB",264206,2642,2x1.6,,,OLED,,4732,7
934,63947,/upload/432937.jpeg,"7.4"" Xiaomi Mi 112GB",441874,4418,4x1.8,114,3,OLED,1280x1200,3545,
936,60304,/upload/154470.jpg,"5.5"" Seagate 112GB",405895,4058,8x1.1,83,2,OLED,,6345,3
937,14185,/upload/871737.jpeg,"5.8"" Silicon Power 160GB",273409,2734,2x3.2,,3,,2560x1366,4617,
938,99205,/upload/524314.jpg,"7.5"" ASUS 112GB",222269,2222,6x2.1,60,,IPS,1280x1440,,
940,55037,/upload/538959.webp,"5.4"" iPhone X 128GB",402147,4021,8x4.6,73,,,1600x1080,7330,
942,84931,/upload/85377.jpeg,"5.5"" Sony 96GB",222585,2225,2x2.4,59,1,IPS,1920x1200,,9
945,90720,/upload/623951.svg,"6.7"" Gigabyte 256GB",152075,1520,8x3.3,90,1,OLED,2560x1366,7574,2
946,94214,/upload/788565.jpg,"6.6"" SanDisk 224GB",79324,793,8x2.1,27,2,OLED,1600x1440,2839,
948,22540,/upload/954642.webp,"5.1"" iPhone 12 208GB",285930,2859,2x2.3,,,AMOLED,1600x768,6268,10
951,18467,/upload/474886.png,"5.7"" ZTE 192GB",293934,2939,4x2.4,,1,IPS,,,3
952,23727,/upload/889611.jpeg,"5.2"" Acer 144GB",223099,2230,2x3.8,28,1,OLED,2560x2160,4573,
953,79345,/upload/124454.svg,"7.3"" Silicon Power 80GB",362863,3628,8x1.4,29,,,2560x1200,6986,
956,86557,/upload/257163.jpeg,"7.0"" Motorola 64GB",245061,2450,6x3.7,84,,,1280x1080,2018,10
960,25067,/upload/524804.webp,"6.0"" Samsung S21 112GB",153771,1537,8x1.8,,3,,2560x768,6441,7
962,37781,/upload/645778.svg,"6.7"" SanDisk 208GB",65275,652,2x2.6,35,4,IPS,,5131,11
963,49049,/upload/279663.png,"7.4"" Blackberry 80GB",200013,2000,6x3.6,,4,,1366x2160,,13
964,15713,/upload/979491.jpg,"7.3"" Seagate 80GB",223007,2230,6x1.4,37,4,AMOLED,1280x2160,,
965,53101,/upload/599439.svg,"7.1"" Xilinx 32GB",283790,2837,2x4.8,123,,,1920x2160,4446,10
966,93158,/upload/748599.jpg,"7.0"" Silicon Power 80GB",301613,3016,4x2.2,98,4,,1600x1440,3405,15
968,19304,/upload/892012.png,"6.9"" Huawei P 192GB",286679,2866,4x2.6,128,3,IPS,,,
971,23663,/upload/428076.svg,"5.0"" Toshiba 224GB",412132,4121,4x2.0,,2,AMOLED,,,14
975,92185,/upload/561066.jpeg,"7.4"" PNY 256GB",84945,849,4x4.4,,3,,1366x768,4137,
976,39149,/upload/993471.jpg,"5.7"" Apple 176GB",42164,421,4x1.4,48,4,OLED,,6747,13
977,61496,/upload/765613.png,"5.4"" ARM 112GB",436177,4361,6x1.4,30,,AMOLED,1920x1366,,12
979,49759,/upload/781752.jpeg,"7.5"" Motorola 32GB",329627,3296,4x1.0,,1,OLED,1024x1366,,
981,67655,/upload/337194.jpg,"5.0"" LaCie 96GB",247890,2478,6x2.7,,4,,,7176,3
982,55496,/upload/534956.svg,"6.0"" Toshiba 208GB",258526,2585,4x3.7,,,,,4431,
985,47038,/upload/685350.png,"5.4"" Gigabyte 16GB",165713,1657,6x1.1,27,,,,3583,
986,56858,/upload/553822.jpg,"5.6"" Huawei P 16GB",467804,4678,4x1.6,65,1,,,,
987,17489,/upload/877869.webp,"6.1"" Texas Instruments 96GB",89666,896,4x2.8,,4,,,4825,
988,63412,/upload/954353.svg,"6.1"" Toshiba 96GB",55528,555,6x4.2,116,,OLED,1366x768,,15
989,18176,/upload/276200.webp,"6.8"" OCZ 16GB",273677,2736,2x1.6,77,,,,2302,
991,94738,/upload/224701.png,"6.9"" PNY 48GB",389091,3890,2x5.0,45,,OLED,1920x1200,,
993,69230,/upload/231308.jpeg,"6.7"" AMD 16GB",264510,2645,4x1.8,51,,,1280x1080,5158,7
994,98665,/upload/581011.jpg,"6.0"" IBM 256GB",300003,3000,6x4.3,,1,OLED,,6347,
998,98105,/upload/316882.png,"5.0"" Lenovo 112GB",39787,397,2x1.3,126,,IPS,1920x768,,8
1000,22901,/upload/874335.webp,"7.5"" Nokia 48GB",28092,280,4x2.2,59,3,IPS,1280x2160,,
1001,57720,/upload/916121.webp,"6.5"" Asus 32GB",478862,4788,4x4.8,,,AMOLED,,4606,
1002,95136,/upload/670107.png,"5.9"" Intel 96GB",315661,3156,8x2.0,,4,,,6831,10
1006,31792,/upload/112301.svg,"6.4"" iPhone X 16GB",387365,3873,4x4.4,98,,AMOLED,1366x768,7371,
1008,24624,/upload/991831.webp,"6.0"" IBM 112GB",227153,2271,8x4.0,,4,AMOLED,1280x1440,3836,4
1009,83028,/upload/955202.png,"6.9"" Intel 224GB",247365,2473,4x3.6,,,AMOLED,1024x1440,,
1010,48429,/upload/574304.jpg,"6.4"" Transcend 160GB",189298,1892,8x4.9,111,,OLED,1366x1080,4705,16
1011,26786,/upload/851746.png,"5.2"" iPhone 12 192GB",105465,1054,6x1.8,,4,AMOLED,2560x1200,3297,10
1014,90331,/upload/412056.webp,"5.8"" MSI 144GB",329000,3290,6x3.8,,,,1366x1366,,10
1015,11770,/upload/552482.jpeg,"6.6"" Blackberry 160GB",388913,3889,4x2.9,104,1,,1280x1366,3717,8
1016,57800,/upload/620137.webp,"6.9"" Gigabyte 112GB",433899,4338,8x4.4,74,,OLED,,,13
1017,53499,/upload/890517.jpg,"6.3"" Motorola 64GB",110657,1106,2x1.1,,4,AMOLED,,4465,5
1021,17339,/upload/350690.png,"7.4"" Huawei P 48GB",430421,4304,8x3.1,,3,,1920x2160,,11
1022,81676,/upload/155034.png,"7.2"" Acer 208GB",218452,2184,2x1.6,,4,OLED,,5727,
1023,69201,/upload/591691.svg,"6.5"" Qualcomm 256GB",203501,2035,4x3.6,118,,OLED,1366x1080,,12
1024,42784,/upload/880271.png,"7.0"" Samsung S21 208GB",437253,4372,2x3.7,84,1,OLED,1600x2160,2855,7
1026,63146,/upload/91418.webp,"7.2"" Silicon Power 160GB",225020,2250,8x5.0,78,1,AMOLED,1280x1440,,6
1027,36012,/upload/869049.png,"6.8"" Samsung Note 80GB",448865,4488,6x2.6,,,IPS,1920x1440,,10
1029,21745,/upload/15156.svg,"5.5"" Texas Instruments 128GB",310804,3108,2x2.0,96,,AMOLED,1280x1080,,
1031,79803,/upload/365931.jpg,"5.6"" Xilinx 256GB",414055,4140,8x4.9,50,2,OLED,,,
1032,31576,/upload/332516.svg,"6.2"" Kingston 96GB",268597,2685,4x1.3,78,3,AMOLED,1920x2160,3487,6
1035,19056,/upload/418165.svg,"6.9"" Gigabyte 192GB",226501,2265,6x2.0,,,,1920x1440,,
1036,33260,/upload/619613.webp,"5.7"" Seagate 208GB",233937,2339,6x3.3,,,OLED,1920x1080,2402,12
1041,75632,/upload/338050.jpg,"5.5"" LG 64GB",192572,1925,6x3.4,,3,IPS,,3350,9
1042,25112,/upload/527723.jpg,"5.1"" Lenovo 144GB",101198,1011,8x4.1,73,1,,2560x1366,,8
1046,53077,/upload/291085.jpeg,"6.0"" Qualcomm 176GB",100153,1001,6x1.2,,4,,1366x768,4502,13
1047,75466,/upload/154057.webp,"5.9"" ZTE 112GB",304921,3049,2x4.9,,3,,,2148,9
1049,75029,/upload/199508.webp,"7.1"" AMD 240GB",281272,2812,8x1.0,73,3,,1280x1200,,
1050,98990,/upload/410728.webp,"6.0"" VIVO 80GB",198097,1980,6x3.8,18,,AMOLED,1600x768,3214,
1051,47023,/upload/151176.webp,"7.5"" Xiaomi Mi 128GB",130143,1301,4x1.9,69,2,,2560x2160,2435,7
1052,49274,/upload/777438.png,"5.2"" Samsung Note 208GB",220887,2208,6x2.9,79,,,1024x1080,4357,15
1053,65348,/upload/737560.png,"6.3"" Dell 16GB",37681,376,6x2.6,,,IPS,,5541,
1055,73470,/upload/981567.png,"5.1"" ADATA 240GB",417076,4170,8x4.4,104,,IPS,1600x768,2830,9
1056,87776,/upload/869573.webp,"5.4"" Huawei P 128GB",72662,726,6x3.3,36,,AMOLED,1920x1200,,13
1057,28173,/upload/176970.svg,"5.3"" Apple 112GB",127462,1274,4x2.4,121,,,1600x1200,,
1059,12638,/upload/713221.jpeg,"5.5"" Intel 32GB",287972,2879,8x1.6,,1,,,,8
1060,19677,/upload/557120.webp,"5.1"" ADATA 160GB",370378,3703,4x3.5,128,,,,3578,14
1061,10790,/upload/582560.svg,"6.1"" OPPO 240GB",466375,4663,2x5.0,101,1,IPS,1600x1080,,2
1062,11443,/upload/202259.jpg,"6.0"" Samsung 128GB",309608,3096,6x2.6,72,2,AMOLED,,4278,
1065,62724,/upload/798562.jpg,"6.2"" Google Pixel 160GB",145850,1458,4x3.5,52,4,AMOLED,,,2
1067,52051,/upload/237715.png,"5.2"" HGST 112GB",384308,3843,4x4.9,81,4,IPS,1280x2160,,7
1070,26230,/upload/330454.webp,"7.5"" HTC 64GB",391162,3911,4x5.0,112,1,OLED,1280x1366,3901,14
1071,95087,/upload/230419.webp,"7.0"" Motorola 160GB",358561,3585,4x1.5,,2,,,7560,4
1072,87261,/upload/482639.webp,"7.2"" LaCie 224GB",293862,2938,6x1.7,,,,1280x768,,5
1073,75150,/upload/63943.png,"6.3"" Acer 16GB",441437,4414,6x4.7,53,3,AMOLED,,4700,4
1075,72799,/upload/602248.png,"5.9"" Kingston 112GB",406681,4066,2x3.8,87,,IPS,,7269,10
1076,44215,/upload/442230.webp,"7.5"" Broadcom 208GB",226642,2266,8x4.7,,4,IPS,,7384,
1079,34169,/upload/643983.svg,"6.6"" Google Pixel 64GB",372082,3720,6x4.3,,3,OLED,1024x768,7428,7
1081,29722,/upload/594929.png,"7.3"" Qualcomm 240GB",123571,1235,6x3.9,45,4,,1920x1080,6731,8
1083,88998,/upload/786376.jpeg,"6.1"" OPPO 112GB",492678,4926,6x2.5,43,2,AMOLED,,,3
1087,74993,/upload/468093.webp,"6.4"" PNY 240GB",431080,4310,4x3.5,,1,IPS,1280x1366,2080,16
1088,32887,/upload/355006.webp,"5.8"" MSI 160GB",384939,3849,4x4.0,110,,AMOLED,1920x1080,,7
1090,94259,/upload/506509.jpg,"7.1"" Motorola 176GB",328367,3283,4x3.0,,,AMOLED,,7322,
1092,14328,/upload/532265.jpg,"6.8"" Plextor 240GB",111489,1114,8x4.8,,,IPS,1280x1200,,12
1094,98991,/upload/906934.jpeg,"5.0"" Motorola 192GB",41321,413,8x1.3,,3,IPS,1024x768,7887,13
1097,54626,/upload/133878.png,"5.5"" Marvell 160GB",307368,3073,6x3.9,82,4,,,5535,
1098,95598,/upload/460196.png,"5.4"" Corsair 160GB",455113,4551,2x1.9,,2,OLED,,4723,14
1099,15544,/upload/178448.jpg,"5.2"" HTC 208GB",163682,1636,8x5.0,106,2,AMOLED,2560x1200,,8
1101,12078,/upload/502750.jpg,"5.5"" Fujitsu 176GB",149319,1493,8x4.0,39,,IPS,1920x1366,,
1103,33058,/upload/750467.png,"7.0"" Samsung 160GB",336368,3363,4x1.1,,,OLED,,,4
1104,15059,/upload/13458.jpeg,"6.2"" Toshiba 224GB",164714,1647,6x3.2,58,4,,1920x2160,,11
1105,32504,/upload/252023.jpg,"5.0"" Toshiba 160GB",493547,4935,6x4.7,,2,,1280x1440,7916,
1106,42080,/upload/229941.webp,"6.0"" Toshiba 144GB",323199,3231,8x5.0,,3,,,5480,2
1107,59511,/upload/826042.svg,"6.3"" Intel 16GB",206562,2065,4x5.0,,2,IPS,1024x768,2142,
1108,37783,/upload/996623.svg,"5.0"" Motorola 224GB",94645,946,6x1.9,20,2,,,,8
1109,80616,/upload/847691.png,"5.9"" Samsung Note 192GB",129898,1298,6x2.6,84,2,OLED,,,8
1112,65568,/upload/52284.jpg,"5.3"" Fujitsu 48GB",385336,3853,4x4.5,114,,,1024x1200,,8
1113,64993,/upload/607699.webp,"5.0"" Toshiba 112GB",400278,4002,4x1.7,,3,,1600x768,7067,10
1114,23132,/upload/752251.webp,"5.5"" Corsair 128GB",30737,307,4x4.4,,2,AMOLED,,,
1116,13862,/upload/586711.jpg,"6.2"" iPhone 12 160GB",290257,2902,8x2.9,,,,2560x1080,,
1117,96664,/upload/88869.jpeg,"7.0"" ASUS 144GB",305614,3056,4x2.2,128,4,OLED,1024x1366,,16
1122,57523,/upload/932758.jpg,"5.9"" HTC 160GB",375429,3754,6x3.9,101,,AMOLED,1280x2160,,11
1123,59906,/upload/60393.jpg,"5.9"" Marvell 112GB",478460,4784,8x4.1,,3,OLED,1024x1366,3271,10
1124,44357,/upload/263994.svg,"5.6"" LaCie 32GB",392447,3924,2x4.1,94,,IPS,1024x768,,
1126,56292,/upload/355111.svg,"6.8"" Gigabyte 64GB",479545,4795,8x3.1,127,,,1366x1200,,
1128,20250,/upload/349379.png,"5.9"" Samsung 224GB",201128,2011,8x1.6,110,3,AMOLED,,,
1129,96099,/upload/179422.jpg,"6.4"" Intel 64GB",110974,1109,4x3.8,37,,,1920x1440,,15
1130,58248,/upload/449.png,"6.2"" Dell 208GB",297752,2977,2x2.5,39,,OLED,1600x1366,6555,9
1134,51005,/upload/614437.svg,"6.4"" Intel 176GB",23954,239,8x4.5,34,3,OLED,1920x1200,5307,
1135,27451,/upload/301454.jpg,"6.3"" Xilinx 192GB",356803,3568,6x1.3,110,1,,1600x1366,4675,
1137,41303,/upload/711788.png,"6.5"" iPhone 13 80GB",103608,1036,4x2.4,114,1,OLED,,6633,7
1138,99145,/upload/547254.jpg,"5.3"" ADATA 144GB",20561,205,4x2.5,,4,AMOLED,1280x2160,4311,
1139,91050,/upload/870222.png,"7.3"" ARM 176GB",476741,4767,4x4.8,,,IPS,1280x1366,2818,12
1141,26533,/upload/198445.svg,"6.2"" Seagate 48GB",123976,1239,8x1.2,88,,AMOLED,,,16
1142,32339,/upload/56662.svg,"6.2"" Marvell 240GB",25296,252,6x4.5,46,4,,1366x768,4556,11
1146,27458,/upload/40132.jpg,"6.2"" LaCie 192GB",422442,4224,2x3.3,28,,OLED,1280x2160,5971,4
1147,26486,/upload/183958.webp,"7.4"" Plextor 160GB",62728,627,2x3.2,,2,,,5559,13
1151,85026,/upload/306638.png,"5.0"" Xiaomi Mi 16GB",94366,943,6x4.8,,,,2560x1366,,11
1152,77636,/upload/336860.webp,"6.1"" Lenovo 240GB",172630,1726,2x2.9,,1,AMOLED,2560x1440,2077,7
1153,97155,/upload/416564.svg,"7.4"" Blackberry 96GB",192971,1929,8x4.9,65,1,,2560x1366,4856,
1154,73288,/upload/698713.png,"7.2"" iPhone 13 96GB",264369,2643,6x2.1,,4,IPS,2560x1440,,
1156,99029,/upload/549552.webp,"7.5"" PNY 48GB",427602,4276,6x4.7,84,2,OLED,2560x2160,,
1158,80250,/upload/352106.webp,"5.9"" Kingston 96GB",158382,1583,6x1.4,73,,IPS,,7284,5
1159,10629,/upload/281541.jpg,"6.3"" iPhone 13 96GB",92726,927,6x1.3,109,,IPS,2560x1366,5204,7
1160,75795,/upload/815992.webp,"6.8"" ASUS 80GB",47057,470,2x2.3,,,,1024x768,7832,10
1164,90867,/upload/986329.svg,"6.7"" ZTE 176GB",386649,3866,6x1.8,,1,OLED,1024x768,,3
1166,36318,/upload/917204.jpeg,"6.1"" SanDisk 192GB",451540,4515,8x1.6,30,,,,2680,
1167,76006,/upload/436410.jpeg,"5.2"" Acer 144GB",451778,4517,6x2.8,,,,,5940,
1168,11656,/upload/214201.svg,"5.0"" Google Pixel 96GB",283959,2839,8x2.5,,,,2560x1200,5018,2
1169,19912,/upload/905695.jpeg,"6.8"" Hewlett-Packard 208GB",267323,2673,6x3.1,25,,IPS,,6341,8
1171,36763,/upload/439268.png,"7.1"" ADATA 16GB",376373,3763,4x2.7,,4,IPS,1024x1366,,
1172,89311,/upload/468219.jpeg,"5.6"" ZTE 144GB",190123,1901,6x1.4,112,1,,1024x1366,,14
1173,97162,/upload/92217.jpeg,"6.5"" ASUS 112GB",480986,4809,8x1.8,47,,,1280x1080,5276,
1174,37783,/upload/846919.png,"5.6"" Motorola 32GB",397262,3972,8x3.6,,4,OLED,,,7
1175,27131,/upload/506113.png,"5.1"" Hewlett-Packard 96GB",206881,2068,8x1.2,,4,AMOLED,,2736,9
1177,57675,/upload/712970.jpeg,"5.6"" OCZ 96GB",116934,1169,2x3.5,123,2,AMOLED,,2115,
1178,61322,/upload/717568.jpg,"7.4"" Micron 160GB",494292,4942,4x4.3,103,2,AMOLED,,6647,14
1179,17646,/upload/994351.jpeg,"7.2"" Samsung Note 224GB",65808,658,2x2.0,,1,,,4999,
1180,22519,/upload/599263.webp,"6.5"" AMD 16GB",53379,533,2x3.3,,4,OLED,,5996,13
1183,85865,/upload/754312.png,"5.2"" iPhone X 256GB",80177,801,4x3.4,,2,AMOLED,,,10
1184,88647,/upload/769253.png,"6.5"" Seagate 208GB",297756,2977,2x5.0,,,,1600x2160,,13
1185,57559,/upload/273118.jpeg,"5.7"" Fujitsu 176GB",378311,3783,8x4.4,73,1,,1024x1440,,16
1186,18092,/upload/663380.webp,"6.2"" Huawei P 128GB",328859,3288,6x1.1,84,,OLED,1280x768,6993,
1191,60545,/upload/822236.jpeg,"5.5"" Micron 256GB",95414,954,4x3.2,,1,,1280x1200,7775,
1193,59565,/upload/170864.jpeg,"5.4"" Alcatel 176GB",227082,2270,2x2.7,99,4,OLED,1600x768,,
1194,86575,/upload/791656.jpg,"5.5"" iPhone 12 160GB",244425,2444,6x4.4,,1,IPS,2560x1366,4569,3
1195,68974,/upload/974170.jpg,"5.2"" Dell 192GB",129534,1295,2x4.0,115,,,,,2
1197,79547,/upload/493701.jpeg,"7.4"" LG 144GB",242025,2420,4x4.7,102,,IPS,,,13
1198,11996,/upload/596405.png,"6.3"" Acer 16GB",75206,752,8x1.5,,3,AMOLED,1920x768,,6
1199,89013,/upload/638640.png,"6.3"" Motorola 208GB",106941,1069,2x2.3,83,,OLED,1920x1366,7860,8
1200,73542,/upload/532781.webp,"7.3"" OCZ 160GB",353709,3537,6x2.9,89,1,,1024x2160,5368,7
1201,31500,/upload/514047.jpg,"6.0"" HGST 32GB",461081,4610,2x4.8,,,,1024x1080,2128,
1204,88395,/upload/596248.jpg,"5.0"" Google Pixel 192GB",50975,509,4x3.4,63,3,IPS,,6702,9
1206,59585,/upload/466133.jpeg,"6.7"" Fujitsu 96GB",167074,1670,6x2.8,119,,AMOLED,,3341,3
1209,24315,/upload/136277.jpg,"5.9"" AMD 208GB",194151,1941,6x4.9,,2,OLED,1600x768,,9
1210,99922,/upload/46469.png,"6.6"" Seagate 64GB",463163,4631,2x4.7,107,4,,2560x1200,,12
1211,84258,/upload/548072.jpeg,"5.5"" Qualcomm 96GB",471169,4711,2x2.2,107,1,,1920x1440,2496,12
1212,43912,/upload/384257.jpg,"6.4"" Lenovo 192GB",486117,4861,4x4.0,104,4,,1280x2160,7488,7
1213,60673,/upload/427968.webp,"5.5"" Microsoft 48GB",448212,4482,6x4.1,,,OLED,1366x1080,7012,15
1214,28166,/upload/738996.jpeg,"5.9"" Dell 128GB",325004,3250,4x2.9,50,2,AMOLED,,2229,5
1215,14008,/upload/397893.jpeg,"7.4"" Dell 240GB",260855,2608,4x2.7,,1,,1366x1200,7814,
1216,97272,/upload/791359.png,"5.4"" Dell 96GB",440414,4404,6x1.4,86,,OLED,1280x1200,2543,
